regionname,year,gdpcap,Terrorism
Basque,1962,4.89895735356304,False
Basque,1963,5.197014981629129,False
Basque,1964,5.33890297875272,False
Basque,1965,5.4651530052518495,False
Basque,1966,5.54591562706414,False
Basque,1967,5.6148957266394905,False
Basque,1968,5.85218493307158,False
Basque,1969,6.08140541736959,False
Basque,1970,6.170094241349571,False
Basque,1971,6.28363340454625,False
Basque,1972,6.55555539865284,False
Basque,1973,6.810768561103081,False
Basque,1974,7.1051843028108,False
Basque,1975,7.377891682175631,True
Basque,1976,7.232933621922751,True
Basque,1977,7.0898313721191295,True
Basque,1978,6.786703607144611,True
Basque,1979,6.639817386857099,True
Basque,1980,6.56283917136956,True
Basque,1981,6.50078545499277,True
Basque,1982,6.545058606999559,True
Basque,1983,6.59532980113941,True
Basque,1984,6.76149675009149,True
Basque,1985,6.937160671727719,True
Basque,1986,7.33219115130052,True
Basque,1987,7.742788123594151,True
Basque,1988,8.120536640758889,True
Basque,1989,8.50971116232416,True
Basque,1990,8.776777889074099,True
Basque,1991,9.02527866619582,True
Basque,1992,8.87389282470633,True
Basque,1993,8.71822353908928,True
Basque,1994,9.018137849286369,True
Basque,1995,9.440873861653367,True
Basque,1996,9.686518137674948,True
Basque,1997,10.1706658728087,True
Rioja (La),1955,2.39045993834351,False
Rioja (La),1956,2.5352042186467902,False
Rioja (La),1957,2.6800199768537096,False
Rioja (La),1958,2.72643528676517,False
Rioja (La),1959,2.77285059667662,False
Rioja (La),1960,2.96986570905801,False
Rioja (La),1961,3.1531705750087005,False
Rioja (La),1962,3.4043844615824104,False
Rioja (La),1963,3.66923755252406,False
Rioja (La),1964,3.8039847327381895,False
Rioja (La),1965,3.9218082117441897,False
Rioja (La),1966,4.03270487171076,False
Rioja (La),1967,4.16031123501544,False
Rioja (La),1968,4.37303644968625,False
Rioja (La),1969,4.60354179288618,False
Rioja (La),1970,4.79341630627856,False
Rioja (La),1971,4.9833618617337,False
Rioja (La),1972,5.23007699878718,False
Rioja (La),1973,5.47464997793599,False
Rioja (La),1974,5.5758356673483895,False
Rioja (La),1975,5.67609257985442,False
Rioja (La),1976,5.81655232642794,False
Rioja (La),1977,5.9557982561623,False
Rioja (La),1978,6.06655239616248,False
Rioja (La),1979,6.10104266387059,False
Rioja (La),1980,6.10868339026461,False
Rioja (La),1981,6.13996020319529,False
Rioja (La),1982,6.30976860266486,False
Rioja (La),1983,6.502142227639201,False
Rioja (La),1984,6.62689252568463,False
Rioja (La),1985,6.7755639501995,False
Rioja (La),1986,7.16509586128294,False
Rioja (La),1987,7.58069105674049,False
Rioja (La),1988,8.002713161752888,False
Rioja (La),1989,8.45329940608487,False
Rioja (La),1990,8.85889728353283,False
Rioja (La),1991,9.229505855469869,False
Rioja (La),1992,9.18094795181288,False
Rioja (La),1993,9.13239091983764,False
Rioja (La),1994,9.498000396929,False
Rioja (La),1995,9.75221330456923,False
Rioja (La),1996,10.0564128022574,False
Rioja (La),1997,10.4762923135243,False
