X,name,Year,D,TR.year,agePA,PAArea,Forest.2000,Loss.2001,Loss.2002,Loss.2003,Loss.2004,Loss.2005,Loss.2006,Loss.2007,Loss.2008,Loss.2009,Loss.2010,Loss.2011,Loss.2012,Loss.2013,Loss.2014,Loss.2015,Loss.2016,Loss.2017,Loss.2018,Loss.2019,Loss.2020,Rainfall.2000,Rainfall.2001,Rainfall.2002,Rainfall.2003,Rainfall.2004,Rainfall.2005,Rainfall.2006,Rainfall.2007,Rainfall.2008,Rainfall.2009,Rainfall.2010,Rainfall.2011,Rainfall.2012,Rainfall.2013,Rainfall.2014,Rainfall.2015,Rainfall.2016,Rainfall.2017,Rainfall.2018,Rainfall.2019,Rainfall.2020,Population.2000,Population.2001,Population.2002,Population.2003,Population.2004,Population.2005,Population.2006,Population.2007,Population.2008,Population.2009,Population.2010,Population.2011,Population.2012,Population.2013,Population.2014,Population.2015,Population.2016,Population.2017,Population.2018,Population.2019,Population.2020,slope,aspect,elevation,ppp2000,Road.length,Zone,x,y,closest.city,AGB.mean
29,Dampa WLS/Tiger Reserve,1985,1,2007,35,385294071.2,385.0353071,0.124348235,0.200043529,0.242343529,0.306243529,0.370143529,0.464008235,0.565210588,0.639010588,0.698410588,0.751510588,0.826394117,0.95201647,1.007068235,1.143765882,1.406417647,1.57998,2.010045882,2.244688235,3.185957647,3.751221176,3111.842644,3121.070015,2786.220149,2891.437381,3695.703047,2430.061145,2667.827713,3662.751492,2556.762854,2766.757523,3192.133281,2859.276906,3065.136193,2614.24579,2655.187964,2883.516128,3119.23187,3890.749433,2362.765646,2496.47838,2778.23067,0.087048367,0.091025536,0.088017297,0.098267654,0.097867185,0.10465847,0.110061757,0.106483551,0.116404711,0.115092455,0.119227002,0.112252121,0.119366396,0.1104754,0.12935704,0.135854882,0.146137019,0.14485228,0.156417946,0.158262966,0.158232696,15.05830132,183.2079513,350.5458454,1.343389,18897.23279,SGNEBF,92.36842,23.59129,383.2318841,238.1188289
30,Dandeli Anshi Tiger Reserve,1987,1,2007,33,1378228282,1206.818421,0.0873,0.3249,0.379807059,0.438307059,0.530647059,0.61254353,0.700948236,0.785805883,1.079322354,1.079322354,1.259251766,1.329638825,1.361138825,1.49407059,1.50127059,1.57237059,1.64167059,1.77937059,1.84687059,1.88197059,2799.350041,1803.127178,1834.953123,1862.294275,2331.377481,3039.961701,2798.674656,3323.573383,2231.259278,2846.613816,3205.056118,2617.542874,1770.985749,2233.498868,2731.443124,1866.722981,2270.749138,2129.242487,2338.057329,3257.144678,2837.539746,0.242016473,0.215120592,0.213557542,0.219250173,0.235847559,0.229098756,0.231194891,0.235383182,0.212745311,0.205106265,0.210137114,0.213618427,0.226850205,0.228732996,0.222750977,0.225013734,0.222692418,0.223916709,0.226376785,0.227490308,0.228794003,9.580852625,171.7151188,539.4736038,7.143732294,186548.239,WG,74.42883,15.12601,149.4994012,215.5188393
31,Debrigarh WLS,1985,0,0,35,322431723.7,71.24550706,0.0891,0.1314,0.1503,0.1539,0.1548,0.1584,0.165063529,0.167763529,0.191858823,0.197258823,0.211658823,0.370058823,0.374558823,0.379958823,0.379958823,0.379958823,0.379958823,0.379958823,0.379958823,0.383558823,1027.720736,1720.147106,1153.702575,1756.88222,1397.512983,1426.259819,1623.235419,1673.446836,1810.973799,1472.803271,1136.041915,1780.065216,1878.226663,1670.038948,1420.565627,1346.525881,1250.772948,1531.089114,1665.148605,1600.319087,1736.201975,0.537289899,0.561999994,0.571200273,0.577244487,0.568508324,0.566301657,0.588362302,0.590059377,0.580011739,0.587554274,0.556159926,0.570200444,0.518183685,0.57808703,0.590497222,0.607210717,0.591168379,0.611175782,0.616612654,0.62076746,0.654753956,8.896515952,175.2084968,335.5346303,3.676397,35693.46682,CEEG,83.65185,21.55913,129.5307125,95.35532134
32,Dibang WLS,1991,0,0,29,4650793876,1790.249449,0.895461176,1.191561176,1.529738823,1.746638823,2.070419999,2.585219999,3.439027058,3.917827058,4.456927058,4.662148234,5.551348234,5.809648234,6.007648234,6.559965881,6.681723528,6.803223528,7.533123528,7.551123528,7.908423528,8.178105881,966.9196127,947.9138422,886.1813667,870.854135,917.2118695,805.1976416,865.9414905,959.9689958,768.9029678,671.9982716,1153.285646,675.1168975,999.0914536,811.3699429,669.9656226,743.8856326,846.6956617,733.4620312,597.642272,643.7752555,638.596378,0.005166875,0.004130642,0.004186548,0.004065345,0.005026702,0.003978325,0.003953043,0.004637152,0.003634303,0.003594701,0.003602592,0.003944652,0.004639146,0.004748841,0.004111868,0.00478436,0.004771953,0.005442638,0.004742377,0.005103951,0.005888538,28.9718291,182.3003304,3605.114456,0.067064163,85412.05655,SGNEBF,95.95926,29.02796,1982.118805,136.1136667
33,Dibru-Saikhowa National Park,1999,0,0,21,232609508.2,174.4436259,0.453652941,1.313943529,1.859177647,3.581205882,5.130451764,6.437791764,8.044125882,9.65573647,10.05360353,12.11872941,13.26731647,17.58854471,17.77034471,18.06762,18.38307882,18.81381882,19.52479765,20.06299765,20.58766941,23.04598941,3160.360123,2876.075294,2614.65801,2555.908742,3166.615603,2782.005457,2893.411751,2901.774243,2918.700636,2540.457911,3119.089393,2525.637213,3194.601122,2730.149651,2625.007964,3049.244461,2494.241696,3115.466516,2475.237164,2817.604835,3097.646975,0.680516725,0.759875663,0.726632203,0.72220751,0.61683582,0.716720654,0.761986898,0.814086225,0.896829075,0.928029241,1.130670224,1.006758538,1.163908982,1.102609518,1.127921311,1.42435084,1.085292929,1.064160468,1.125412447,1.305865557,1.307585262,0.885216194,164.0970023,121.0288159,2.684544,0,SGNEBF,95.36003,27.66209,299.5643564,156.920239
34,Dihing Patkai WLS,2004,0,0,16,224879539,222.3988588,0.023414118,0.026114118,0.077509412,0.092809412,0.102709412,0.126825883,0.184817648,0.210430589,0.291818824,0.373221177,0.469101177,0.569421177,0.572650589,0.632862354,0.64926353,0.661485883,0.695745883,0.713438824,0.75138,0.857724706,2611.607994,2491.516361,2241.121352,2242.336296,2713.832957,2452.938114,2342.5818,2480.309351,2545.879806,2231.345504,2790.803799,2312.331238,2542.104396,2487.946108,2043.093799,2339.584041,2202.167697,2636.062331,2066.160025,2242.405925,2366.750088,1.609413798,1.403040832,1.438607683,1.468817784,1.668433758,1.490609117,1.784030814,1.899462564,1.587218838,1.858634094,1.518860371,1.773691116,1.608689822,1.544998179,1.438726917,1.76685874,1.891716989,2.283104374,2.21751766,2.250227063,2.473779552,2.321930964,176.1797574,162.1962232,2.684544,0,SGNEBF,95.52943,27.3483,58.04761905,289.2510521
35,Dudhwa Tiger Reserve,1977,1,2010,43,1262199229,961.8022588,0.0198,0.0396,0.060748235,0.079648235,0.084148235,0.144448235,0.160037647,0.210331765,0.286962353,0.317562353,0.343990588,0.48911647,0.522211764,0.532111764,0.532111764,0.539311764,0.539311764,0.539311764,0.539311764,0.539311764,1853.738169,1269.364519,1176.39437,1605.988352,1390.668386,1335.499503,1500.244404,1587.890429,1943.873978,1496.872225,1304.660638,1872.789487,1500.80204,2126.997009,1352.925585,1150.714286,1543.51692,1644.331646,1640.460907,1338.763208,1462.827702,0.994091218,1.016437293,1.01064204,1.054565509,0.9019583,1.051128988,1.090451921,1.02859176,1.225321427,1.25407937,1.258481096,1.143784943,1.258440612,1.117744951,1.235707706,1.075782468,1.172749321,1.288546298,1.373481233,1.391459503,1.340236984,1.572175805,165.332647,167.5999667,3.081207021,107922.0365,CEEG,80.75962,28.35092,149.0077984,227.990284
36,Eagle Nest WLS,1989,0,0,31,217990044.4,213.9818788,0.0027,0.0171,0.0198,0.0252,0.050064706,0.054564706,0.076164706,0.115764706,0.124764706,0.125664706,0.130164706,0.136464706,0.191364706,0.213864706,0.216564706,0.216564706,0.241055294,0.248255294,0.26154,0.27054,1501.358972,1255.889096,1267.527068,1384.487525,1585.951725,1273.666551,1144.96232,1337.31713,1095.716621,1242.506487,1448.991646,1145.943526,1481.831137,1239.901002,1214.12303,1453.689733,1159.86058,1391.702211,1112.625317,1172.079768,1235.503597,0.045391882,0.029705054,0.029454017,0.029137012,0.027826059,0.028991389,0.030105345,0.031038081,0.033240803,0.033017895,0.032909468,0.030063543,0.037550302,0.042386214,0.044736512,0.047117118,0.047794067,0.047487395,0.051352958,0.052054276,0.049092033,27.59624162,175.9723868,1635.654054,0.2471169,0,SGNEBF,92.42157,27.06601,1049.585366,288.4596348
37,East Karbi Anglong WLS,2000,0,0,20,106857111.3,90.31780588,0.462645882,1.602038823,2.245189411,3.509142352,4.986787058,6.311523529,7.71444,11.20277647,13.15450588,14.77522941,16.80337412,18.40348941,19.22672824,22.73429647,24.1699553,26.08206353,26.63926588,27.6057,28.62513177,29.97824118,2095.538776,1706.732072,1692.961172,1808.577737,2262.732283,1740.894921,1521.142869,2174.262751,1787.490736,1522.394618,2075.270609,1705.757401,1987.426657,1749.766563,1783.857705,1796.558454,1988.733264,2053.192916,1767.26877,1642.802712,1686.953075,0.608853332,0.670139589,0.678528236,0.672340838,0.658634841,0.683992448,0.790169957,0.785804123,0.791725825,0.800000293,0.767431172,0.709840602,0.648598766,0.694979968,0.624586601,0.715976266,0.666820436,0.661233411,0.685764591,0.693588776,0.694292397,3.388456275,168.5705168,179.0634916,1.528824,0,SGNEBF,93.38371,25.92336,240.1544118,166.1567431
38,Eravikulam National Park,1978,0,0,42,116797094.5,60.11371412,0.045734118,0.067150589,0.125248236,0.194632942,0.196432942,0.212371766,0.391471766,0.428191766,0.428191766,0.428191766,0.470961178,0.600412943,0.624642355,0.668749414,0.717543532,0.721143532,0.786871767,0.939871767,1.034449414,1.087351767,2113.27422,2161.221809,1616.942271,1713.454777,2088.627979,2479.621534,2391.916534,2485.639699,2241.662315,2115.807442,2728.701045,2317.190466,2051.148604,1642.025058,1806.662545,2014.035843,1204.044243,1947.536588,2110.739366,1860.542876,2083.447423,0.797314545,0.745256791,0.691660724,0.67949718,0.722139927,0.738220771,0.743587455,0.787258609,0.701452468,0.694057961,0.646140621,0.62495548,0.519168952,0.646019128,0.61088237,0.645608343,0.578891567,0.667583851,0.679180044,0.673236244,0.704207513,18.20508713,190.124568,1991.217085,9.775749305,0,WG,77.07752,10.22881,489.919708,130.7030691
39,Eturnagaram WLS,1953,0,0,67,1344492315,867.7216624,0.098025882,0.162825882,0.483843529,1.032917647,1.270517647,2.593595294,3.423134118,3.951649412,5.991314118,6.116809412,7.892287059,8.809012941,9.037087059,10.09619294,10.31365412,10.88928353,11.26154471,11.36285294,11.48315647,11.50385647,1427.121941,1225.932267,975.5657039,1331.470276,1130.999555,1431.636567,1485.167365,1500.296416,1461.792968,1030.689781,1860.594941,975.5357469,1490.254042,1463.979177,1123.215532,1182.42046,1392.850007,1298.775388,1301.216693,1465.453291,1753.8572,0.265880367,0.280211364,0.288673427,0.295275324,0.291543312,0.286477775,0.291674627,0.286368867,0.293719,0.301286257,0.299321132,0.296053248,0.295409677,0.306604768,0.306767025,0.296471029,0.309099167,0.31010953,0.313761366,0.3147154,0.320071805,3.25276108,157.9187806,170.8226007,0.9654493,124333.6751,CEEG,80.26285,18.3719,223.3369434,137.15985
40,Fakim WLS,1980,0,0,40,34056494.11,34.10271529,0,0,9.00E-04,9.00E-04,0.0225,0.0225,0.0243,0.040492941,0.047692941,0.047692941,0.049492941,0.049545841,0.050445841,0.056551723,0.056551723,0.061923488,0.061923488,0.061923488,0.063723488,0.063723488,1944.870025,1633.278506,1612.16653,1656.746793,1976.459299,1697.081584,1562.537536,1773.960241,1595.60999,1576.491833,1779.364047,1658.863548,1721.22732,1863.183294,1492.219415,1703.606229,1727.863608,1920.022248,1759.822439,1351.062896,1497.48593,0.176949066,0.157930465,0.14899993,0.147692657,0.148309982,0.132248492,0.133018989,0.139599699,0.137916174,0.139362717,0.134577135,0.125494461,0.114781795,0.11577458,0.101977464,0.092979156,0.093464694,0.086814171,0.084356189,0.081270815,0.07677938,19.71746266,197.4316654,2359.141283,1.217510145,0,SGNEBF,94.9746,25.8515,1209.266667,354.2670663
41,Garampani WLS,1952,0,0,68,782156.8995,0.759617647,0,0.0018,0.0018,0.0072,0.010298824,0.010298824,0.010298824,0.010298824,0.010298824,0.012098824,0.012098824,0.013898824,0.013898824,0.013898824,0.013898824,0.013898824,0.013898824,0.013898824,0.013898824,0.013898824,2680.244412,2317.948182,2166.446419,2451.832906,2843.134457,2293.701187,1895.083756,2647.818316,2333.257328,2061.203443,2736.496505,2259.868512,2422.174804,2247.771872,2258.49272,2151.417031,2481.195164,2556.057594,2448.795035,2282.948642,2218.731324,1.455389973,1.510961372,1.260025846,1.382716544,1.370954632,1.338696426,1.430295513,1.447314139,1.403807767,1.639870477,1.610998041,1.38162708,1.640253715,1.182562935,1.269733521,1.344095726,1.627055775,2.137939729,1.963628249,1.966158443,2.410967803,2.284904295,131.8593802,123.6490623,2.174298,331.0043664,SGNEBF,93.8788,26.38652,75.95910825,178.3495575
42,Gorumara National Park,1992,0,0,28,70986597.5,65.98027059,9.00E-04,0.0027,0.0027,0.0117,0.016905882,0.028605882,0.13452,0.13452,0.23532,0.26502,0.28392,0.28662,0.31092,0.31092,0.32712,0.33612,0.33612,0.33612,0.350294118,0.350294118,3299.826978,2980.744187,2615.057824,2760.368902,2708.852964,2591.712303,2383.184874,2840.585729,3062.816828,2920.864391,2876.857371,2689.170513,2803.131642,2655.925289,2605.479546,2892.382868,3244.47207,2964.53235,2463.560689,2527.672813,3302.559023,1.180423267,1.514415993,1.529115315,1.684812938,1.377225222,1.549169071,1.576421057,1.323650122,1.666045682,1.60684963,1.586574067,1.666660129,1.604018243,1.632984849,1.45922048,1.607769915,1.623266814,1.590958771,1.886265824,1.933291125,1.740226108,1.857875604,180.8571644,127.6510768,8.599036,15270.65419,SGNEBF,88.80902,26.74918,69.92307692,203.4162459
43,Guru Ghasidas National Park,1981,0,0,39,1045499965,512.5962318,0.0333,0.0342,0.0369,0.0513,0.0621,0.0702,0.0819,0.0963,0.0981,0.1035,0.1404,0.1557,0.1593,0.1611,0.1611,0.1611,0.1638,0.1638,0.1656,0.1656,981.2417224,1346.134706,1151.478373,1492.725183,1212.759797,1232.56947,1230.617525,1148.97449,1243.584802,859.0587507,1013.150071,1428.886304,1409.867301,1463.144698,1162.840927,1119.194871,1604.220374,1132.134936,1241.776789,1407.788854,1548.178312,0.146469823,0.15123848,0.156710539,0.157561244,0.157301049,0.153674551,0.155861051,0.15626638,0.154192302,0.155459758,0.152647812,0.146380409,0.166412292,0.19455048,0.179747464,0.170213696,0.176325418,0.181604284,0.180918052,0.186130542,0.194128123,7.415181203,181.5135886,649.6991053,2.579233405,101392.032,CEEG,82.29761,23.71766,181.6659159,156.5781254
44,Hadgarh WLS,1978,0,0,42,125434611.4,21.95014235,0.009084706,0.025284706,0.032484706,0.076584706,0.087384706,0.108084706,0.129684706,0.150384706,0.167484706,0.186384706,0.20574353,0.28044353,0.29484353,0.30024353,0.30114353,0.30384353,0.30384353,0.30384353,0.30384353,0.30744353,1105.164163,1657.86248,1316.45834,1559.392002,1321.718079,1646.524325,1745.136467,1896.45525,1712.573334,1553.866378,1323.636266,1627.932616,1366.987988,1990.911821,1527.53732,1203.178517,1518.457273,1651.149429,1751.322385,1396.671055,1629.636654,1.405327449,1.30991536,1.26558368,1.291750716,1.352515319,1.291239163,1.351192871,1.334146322,1.325867417,1.374521203,1.334834893,1.239642501,1.228670262,1.31454438,1.34928708,1.364650302,1.420152884,1.447196297,1.417223153,1.479033515,1.715344436,9.804716122,149.8002309,184.1245508,3.980469,0,CEEG,86.27047,21.29407,269.7911392,82.01643799
45,Idukki WLS,1976,0,0,44,142734887.5,77.36061529,0.000222,0.036938471,0.412884353,0.443039647,0.451139647,0.548339647,0.742739647,0.764692588,0.764692588,0.765769059,0.765769059,1.038278471,1.051319647,1.058519647,1.058519647,1.077412588,1.101712588,1.101797288,1.104553759,1.104553759,2509.248727,2506.450457,2161.824085,2261.15218,2670.278501,2635.23549,2880.326449,3081.052539,2634.965865,2522.554568,3273.741494,2950.752788,2428.048838,2031.309063,2196.248977,2215.750175,1464.082851,2372.386609,2815.738912,2254.1018,2527.757145,1.525003169,1.631099931,1.574447058,1.455261676,1.979491815,1.565516174,1.403822019,1.67204064,1.399766964,1.386676374,1.392653304,1.316922815,1.128618561,1.275504649,1.150975757,1.429228055,1.261519442,1.404262511,1.346823897,1.373453116,1.526899749,10.21946701,127.6753082,831.5398102,12.73157699,3597.427652,WG,76.98058,9.77856,133.5028902,182.8879285
46,Indravati National Park/Tiger Reserve,1982,1,2009,38,1279092237,1147.263212,0.344347059,0.413647059,0.768938824,1.121325883,1.290024707,1.602056472,1.809056472,2.077736472,2.145236472,2.297336472,3.185311766,3.88843059,3.944622355,4.000422355,4.022922355,4.058022355,4.110222355,4.156122355,4.207422355,4.296522355,1368.763132,1594.730339,1082.113603,1711.635686,1286.321372,1518.317931,1608.659471,1570.134066,1438.374489,1249.10338,2002.969586,1182.436167,1742.981107,1673.890505,1406.232095,1290.911106,1635.318339,1399.298472,1505.865524,1651.73094,1727.534206,0.083262373,0.083963076,0.082443648,0.087261394,0.089372402,0.084537827,0.084740821,0.089339342,0.091025361,0.090186436,0.092839391,0.096895848,0.111901784,0.119286534,0.106124499,0.106262744,0.110784523,0.1191602,0.126334875,0.127701797,0.124985873,3.755989184,173.2973516,262.7552609,1.239718272,91404.95641,CEEG,80.518,19.12334,341.6531901,169.8308247
47,Intangki National Park,1993,0,0,27,269120088.7,261.7163153,0.180825882,0.473325882,0.865295294,1.633454118,2.419027059,2.708827059,3.122929412,4.477665883,5.603565883,6.564716471,6.90966,7.665105882,7.995317647,8.283607059,8.919550588,10.68029647,11.56334471,12.32422235,12.82083882,13.52566941,2178.086771,1787.293264,1691.158307,1918.779077,2321.618514,1730.855981,1620.64281,2332.899806,1791.513738,1471.822971,2204.361861,1784.951102,1994.991164,1797.218416,1791.71731,1811.10732,2037.406157,2106.265566,1660.014932,1644.320557,1627.241002,0.188748995,0.187175231,0.184584712,0.19517058,0.182145974,0.186111592,0.192130043,0.181239777,0.189585577,0.194717398,0.191880793,0.187295542,0.171624016,0.162220334,0.178621848,0.174388495,0.191420641,0.186043964,0.196911677,0.199500347,0.192716136,7.977092028,180.9352817,343.9876769,1.528824,5887.946865,SGNEBF,93.45823,25.58006,524.4405797,223.9560221
48,Itanagar WLS,1978,0,0,42,136741883.9,135.97662,0.1269,0.244658824,0.277958824,0.429155295,0.67842353,0.757147059,0.840617647,0.981592941,1.075143529,1.107550588,1.245730588,1.379315294,1.479215294,1.695155294,1.849425882,2.095683529,2.499109411,2.630509411,2.680009411,2.823367058,2321.482955,2047.588122,1814.980075,2135.514758,2503.27999,2001.134183,1802.719199,2268.056357,1926.007989,1877.234954,2386.54669,1801.161059,2061.416481,2025.831254,2130.946055,2243.471112,1979.590013,2403.424294,2051.142532,2187.800338,2086.520532,0.357508081,0.344808524,0.333716254,0.350762287,0.375057155,0.390821016,0.490904261,0.53879447,0.456758739,0.32715839,0.372803334,0.268896354,0.356715961,0.29948832,0.271518618,0.321643995,0.32121054,0.29711265,0.340240074,0.341627218,0.293154898,26.04713906,172.773213,888.7549277,0.6742587,8364.942758,SGNEBF,93.62986,27.16133,406.1611111,290.5796489
49,Jaldapara National Park,1941,0,0,79,242870841.5,167.7376447,0.078356471,0.210695295,0.218795295,0.462660001,0.771917648,1.026137648,1.76574706,2.927050589,3.050964707,3.699494119,3.796722354,4.133265883,4.231365883,4.698578824,4.803878824,5.21616353,5.446951765,5.61906,5.948671765,6.065661177,3477.971723,3115.15578,2975.944859,3056.347754,2950.237972,3004.085479,2591.639033,3080.242509,2909.730321,3269.819727,3076.589175,2682.64587,3298.8071,2649.755185,2653.862835,2951.751141,3254.814792,2974.808883,2444.709907,2801.244104,3458.039003,2.871398712,3.067180653,3.126151786,3.177916291,3.269136809,3.158391028,3.317172402,3.279212376,3.233263311,3.022878893,3.140762319,2.975064306,2.964298674,3.214536903,2.958005232,3.076974911,3.098391481,3.19808309,3.240208614,3.396538491,3.489769045,2.118406814,163.9722059,125.1197596,8.604475,5107.31641,SGNEBF,89.32288,26.6748,171.1968254,151.5424618
50,Jamwa Ramgarh WLS,1982,0,0,38,230644964.2,0.260551765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579.0114304,682.160671,297.9787353,681.9032598,550.7320677,595.4955725,468.6784604,572.5596593,756.6090819,418.1548317,852.0855573,686.428626,867.5156124,891.2337879,544.1343559,452.6372278,801.0540827,552.5870689,779.7740954,690.0971242,598.5526174,1.254290562,1.127924776,1.13903857,1.13628172,1.109201358,1.155327378,1.150679833,1.164442688,1.177770495,1.14605455,1.32703054,1.234664672,1.377368143,1.375703514,1.46784586,1.400005045,1.431741187,1.460516218,1.497633699,1.522987516,1.546552043,8.826647229,185.363273,453.8374069,7.014670238,90.00758786,CEEG,76.08868,27.08039,238.1672131,17.29494333
51,Kalakad WLS,1976,1,2007,44,857375728.1,654.1695176,1.327549412,2.159728236,2.22486706,2.317210589,2.481045883,3.133676471,3.810278824,4.319985883,4.363185883,4.363185883,4.381185883,4.72926353,4.854275295,4.920875295,5.036975295,5.104475295,5.118254119,5.243354119,5.268554119,5.277554119,1612.565981,1615.348165,1581.006817,1598.430309,1920.334965,1946.978371,2406.004149,1915.23186,1959.000521,1783.625223,2000.814662,1848.470451,1719.023382,1615.67664,1508.091445,2146.781435,1063.151486,1621.255552,1670.358168,1950.56841,1693.513674,0.934767776,0.98940037,0.993692333,1.073634338,1.139814395,1.095852145,1.139988031,1.071713554,0.963570742,0.909975159,1.178219326,0.955659642,0.702788428,0.844205483,0.805803112,0.84225401,0.943746576,1.03095961,1.029767773,1.033914838,1.205466174,17.22734867,142.6651342,754.0128245,13.32348,41192.61787,WG,77.37279,8.62013,314.3640873,209.5745494
52,Kamlang WLS/Tiger Reserve,1989,1,2016,31,785866077.8,720.4593953,0.107428235,0.118514117,0.147314117,1.036803529,1.118844705,1.201644705,1.310039999,1.408221175,1.437921175,1.520721175,1.552221175,1.637498822,1.667198822,1.94675294,2.03135294,2.14835294,2.18615294,2.19245294,2.240791764,2.306491764,2515.245054,2531.128325,2447.038849,2204.499538,2760.649157,2467.914277,2532.11322,2503.356292,2365.356188,2032.001666,2659.655713,2156.758834,2668.071797,2403.802771,1919.33464,2261.527203,2563.465268,2281.838087,1812.800766,2166.256164,2073.941862,0.018240314,0.014920691,0.014912341,0.014163628,0.018885752,0.014630947,0.014599811,0.017185379,0.013877219,0.013014958,0.012747051,0.013475503,0.013281026,0.015114818,0.013156294,0.016262926,0.01627974,0.017309171,0.017136442,0.016424341,0.019394712,30.86530792,181.4770461,2288.231157,0.2754163,7321.527866,SGNEBF,96.58432,27.75165,1729.080925,320.6340268
53,Kane WLS,1991,0,0,29,31714671.72,31.41789882,0.028849412,0.042349412,0.046849412,0.088489412,0.135635294,0.141935294,0.149135294,0.190478823,0.197678823,0.199478823,0.237508235,0.274408235,0.287008235,0.296008235,0.307708235,0.314114117,0.334814117,0.341869411,0.341911811,0.359911811,2881.650265,2647.194761,2311.461399,2599.734551,2793.209477,2416.322178,2629.145627,2711.880274,2612.965761,2515.317649,2936.782344,2150.123024,2609.391777,2254.856646,2366.97701,2628.699971,2329.374412,2810.969363,2262.088058,2588.503729,2496.71334,0.049126071,0.051584035,0.049065406,0.048700015,0.047701546,0.047156889,0.049289064,0.04692914,0.049965576,0.049137705,0.049127103,0.040279208,0.042100662,0.040728457,0.040070249,0.041292251,0.049012604,0.046737507,0.050649058,0.050164854,0.043224874,21.89973145,192.8536558,461.078244,2.029096,9658.983869,SGNEBF,94.6339,27.67326,246.0930233,286.9668717
54,Kanger Ghati National Park,1982,0,0,38,200965973.2,179.1541694,0.0234,0.0666,0.2601,0.29748,0.404431765,0.462935294,0.554883529,0.618257647,0.685122353,0.746534118,0.872777647,0.926802353,0.939501177,0.961454118,0.969554118,0.985909412,1.022647059,1.035465883,1.059765883,1.091738824,1511.407819,1617.30316,1217.819573,1598.172615,1556.567337,1742.083728,1838.606173,1797.281494,1581.653663,1362.421874,2041.128845,1350.396656,1933.221853,1623.382918,1582.76451,1442.807037,1595.219454,1472.39818,1636.213835,1645.12047,1651.639844,0.495135204,0.540049915,0.550444852,0.551357457,0.538516942,0.581964219,0.579222703,0.563580691,0.58542553,0.595113113,0.589794298,0.600519762,0.649361829,0.627826337,0.65082391,0.612452328,0.673289851,0.695418605,0.700465882,0.734027212,0.761584138,7.849845704,161.9410838,533.9355659,1.651998308,20081.08196,CEEG,82.02041,18.82505,158.5936255,213.9728459
55,Kanha National Park/Tiger Reserve,1955,1,2007,65,933752785.6,788.5259259,0.125121176,0.129621176,0.15689647,0.233961176,0.352034117,0.418972941,0.432472941,0.46716,0.565214118,0.573384706,0.840268235,0.858268235,0.905068235,0.924868235,0.929368235,0.939268235,0.941968235,0.954568235,0.983368235,0.989668235,1085.310919,1615.308459,1244.587865,1807.063589,1455.267276,1896.208421,1298.353974,1576.334632,1371.82851,1466.327154,1621.235555,1562.835577,1678.100067,1969.367517,1449.927488,1264.793001,1570.94925,1252.396263,1338.031522,1626.2336,1683.330011,0.369396054,0.357311395,0.349877954,0.359418519,0.370287328,0.371093897,0.396656454,0.375004913,0.393670799,0.403841679,0.396486087,0.388578824,0.381688527,0.388102946,0.382378392,0.397388143,0.369039493,0.36594915,0.376657142,0.383043135,0.372627017,5.427772158,184.389324,693.3282321,1.714761101,84370.56993,CEEG,80.74719,22.23081,254.2042553,211.0209358
56,Kannyakumari WLS,2002,0,0,18,450216047,359.6390294,0.213592941,0.301284706,0.504684706,0.509354118,0.969977647,1.754036471,2.160035295,2.43864706,2.738834119,2.827905884,3.265305884,3.712224708,4.07203412,4.735083532,5.277458826,6.020205885,7.598802356,10.71829412,12.49588236,13.71064236,1372.762497,1373.642391,1368.710756,1393.07238,1625.129808,1689.79649,2081.204037,1546.206076,1694.726819,1576.351304,1710.739256,1562.743031,1458.110718,1392.020484,1358.78049,1995.592419,994.549199,1420.868026,1481.000883,1825.499756,1508.566739,1.888780649,2.119943367,2.072311451,2.009735716,2.248734598,2.051443452,2.107821376,2.095027576,1.983202893,1.928658832,2.23380419,1.862854356,1.458838314,1.689365167,1.534201206,1.49275911,1.730669428,2.013566686,2.019322976,2.076623425,2.24290995,17.29006636,179.0620754,426.7857799,13.32348,15391.43369,WG,77.39783,8.3988,263.1489758,174.6832926
57,Karlapat WLS,1992,0,0,28,62909758.07,59.44198588,0.131809412,0.209322353,0.315649412,0.383276471,0.398576471,0.614784706,0.738667059,0.878322353,0.878322353,0.885702353,0.940362353,1.015083529,1.107734117,1.280911764,1.414161176,1.508583529,2.01684,2.539065882,2.688772941,2.957110588,1229.695641,1576.345279,1244.482851,1707.568407,1426.646944,1710.026464,1747.981923,1695.956122,1768.950742,1450.405447,1688.445099,1429.51496,1685.534289,1571.353127,1593.843087,1361.370365,1458.56705,1573.367661,1668.619809,1596.638445,1588.139047,0.193268388,0.173521497,0.172128092,0.181556924,0.187226395,0.166598612,0.183666561,0.183621421,0.179746534,0.192522414,0.240809846,0.230093133,0.289218405,0.328660231,0.337783044,0.289399551,0.375873925,0.385022232,0.387196734,0.394382711,0.394413551,15.36889797,192.7522561,632.442866,1.488552,6821.551722,CEEG,83.09977,19.6918,187.5066667,198.1716335
