state,year,cigsale,Proposition 99
Tennessee,1971,106.3,False
Tennessee,1972,111.5,False
Tennessee,1973,109.7,False
Tennessee,1974,114.8,False
Tennessee,1975,117.4,False
Tennessee,1976,121.7,False
Tennessee,1977,124.6,False
Tennessee,1978,127.3,False
Tennessee,1979,127.2,False
Tennessee,1980,130.4,False
Tennessee,1981,129.1,False
Tennessee,1982,131.4,False
Tennessee,1983,129.0,False
Tennessee,1984,125.1,False
Tennessee,1985,128.7,False
Tennessee,1986,129.0,False
Tennessee,1987,130.6,False
Tennessee,1988,125.3,False
Tennessee,1989,124.7,False
Tennessee,1990,121.8,False
Tennessee,1991,120.6,False
Tennessee,1992,121.0,False
Tennessee,1993,120.8,False
Tennessee,1994,118.8,False
Tennessee,1995,125.4,False
Tennessee,1996,119.2,False
Tennessee,1997,118.9,False
Tennessee,1998,119.7,False
Tennessee,1999,115.6,False
Tennessee,2000,108.7,False
Texas,1970,106.4,False
Texas,1971,108.9,False
Texas,1972,108.6,False
Texas,1973,110.4,False
Texas,1974,114.7,False
Texas,1975,116.0,False
Texas,1976,121.4,False
Texas,1977,124.2,False
Texas,1978,126.6,False
Texas,1979,126.4,False
Texas,1980,129.7,False
Texas,1981,129.0,False
Texas,1982,131.2,False
Texas,1983,126.4,False
Texas,1984,117.2,False
Texas,1985,115.9,False
Texas,1986,113.7,False
Texas,1987,105.8,False
Texas,1988,96.5,False
Texas,1989,94.5,False
Texas,1990,85.6,False
Texas,1991,79.4,False
Texas,1992,77.2,False
Texas,1993,81.3,False
Texas,1994,78.8,False
Texas,1995,75.2,False
Texas,1996,74.6,False
Texas,1997,72.6,False
Texas,1998,73.2,False
Texas,1999,67.6,False
Texas,2000,69.3,False
Utah,1970,65.5,False
Utah,1971,67.7,False
Utah,1972,71.3,False
Utah,1973,72.7,False
Utah,1974,75.6,False
Utah,1975,75.8,False
Utah,1976,77.9,False
Utah,1977,78.0,False
Utah,1978,79.6,False
Utah,1979,79.1,False
Utah,1980,74.8,False
Utah,1981,77.6,False
Utah,1982,73.6,False
Utah,1983,69.0,False
Utah,1984,66.3,False
Utah,1985,66.5,False
Utah,1986,64.4,False
Utah,1987,67.7,False
Utah,1988,55.0,False
Utah,1989,57.0,False
Utah,1990,53.4,False
Utah,1991,53.5,False
Utah,1992,55.0,False
Utah,1993,56.2,False
Utah,1994,55.8,False
Utah,1995,52.0,False
Utah,1996,54.0,False
Utah,1997,57.0,False
Utah,1998,42.3,False
Utah,1999,43.9,False
Utah,2000,40.7,False
Vermont,1970,122.6,False
Vermont,1971,124.4,False
Vermont,1972,138.0,False
Vermont,1973,146.8,False
Vermont,1974,151.8,False
Vermont,1975,155.5,False
Vermont,1976,171.1,False
Vermont,1977,169.4,False
Vermont,1978,162.4,False
Vermont,1979,160.9,False
Vermont,1980,161.6,False
Vermont,1981,163.8,False
Vermont,1982,162.3,False
Vermont,1983,153.8,False
Vermont,1984,144.3,False
Vermont,1985,144.5,False
Vermont,1986,131.2,False
Vermont,1987,128.3,False
Vermont,1988,128.7,False
Vermont,1989,120.9,False
Vermont,1990,124.3,False
Vermont,1991,120.9,False
Vermont,1992,126.5,False
Vermont,1993,117.2,False
Vermont,1994,120.3,False
Vermont,1995,123.2,False
Vermont,1996,102.5,False
Vermont,1997,97.7,False
Vermont,1998,97.0,False
Vermont,1999,94.1,False
Vermont,2000,88.9,False
Virginia,1970,124.3,False
Virginia,1971,128.4,False
Virginia,1972,137.0,False
Virginia,1973,143.1,False
Virginia,1974,149.6,False
Virginia,1975,152.7,False
Virginia,1976,158.1,False
Virginia,1977,157.7,False
Virginia,1978,155.9,False
Virginia,1979,151.8,False
Virginia,1980,148.9,False
Virginia,1981,149.9,False
Virginia,1982,147.4,False
Virginia,1983,144.7,False
Virginia,1984,136.8,False
Virginia,1985,134.6,False
Virginia,1986,135.8,False
Virginia,1987,133.0,False
Virginia,1988,129.5,False
Virginia,1989,122.5,False
Virginia,1990,118.9,False
Virginia,1991,109.1,False
Virginia,1992,108.2,False
Virginia,1993,105.4,False
Virginia,1994,106.2,False
Virginia,1995,106.7,False
Virginia,1996,104.6,False
Virginia,1997,108.0,False
Virginia,1998,105.6,False
Virginia,1999,102.1,False
Virginia,2000,96.7,False
West Virginia,1970,114.5,False
West Virginia,1971,111.5,False
West Virginia,1972,117.5,False
West Virginia,1973,116.6,False
West Virginia,1974,119.9,False
West Virginia,1975,123.2,False
West Virginia,1976,129.7,False
West Virginia,1977,133.9,False
West Virginia,1978,131.6,False
West Virginia,1979,122.1,False
West Virginia,1980,122.3,False
West Virginia,1981,120.5,False
West Virginia,1982,119.8,False
West Virginia,1983,115.7,False
West Virginia,1984,111.9,False
West Virginia,1985,109.1,False
West Virginia,1986,112.1,False
West Virginia,1987,107.5,False
West Virginia,1988,109.1,False
West Virginia,1989,104.0,False
West Virginia,1990,104.1,False
West Virginia,1991,100.1,False
West Virginia,1992,97.9,False
West Virginia,1993,111.0,False
West Virginia,1994,104.2,False
West Virginia,1995,115.2,False
West Virginia,1996,112.7,False
West Virginia,1997,114.5,False
West Virginia,1998,114.6,False
West Virginia,1999,112.4,False
West Virginia,2000,107.9,False
Wisconsin,1970,106.4,False
Wisconsin,1971,105.4,False
Wisconsin,1972,108.8,False
Wisconsin,1973,109.5,False
Wisconsin,1974,111.8,False
Wisconsin,1975,113.5,False
Wisconsin,1976,115.4,False
Wisconsin,1977,117.2,False
Wisconsin,1978,116.7,False
Wisconsin,1979,117.1,False
Wisconsin,1980,117.6,False
Wisconsin,1981,119.9,False
Wisconsin,1982,115.6,False
Wisconsin,1983,106.3,False
Wisconsin,1984,105.6,False
Wisconsin,1985,107.0,False
Wisconsin,1986,105.4,False
Wisconsin,1987,106.0,False
Wisconsin,1988,102.6,False
Wisconsin,1989,100.3,False
Wisconsin,1990,94.0,False
Wisconsin,1991,95.5,False
Wisconsin,1992,96.2,False
Wisconsin,1993,91.2,False
Wisconsin,1994,91.8,False
Wisconsin,1995,93.5,False
Wisconsin,1996,92.1,False
Wisconsin,1997,91.9,False
Wisconsin,1998,88.7,False
Wisconsin,1999,84.4,False
Wisconsin,2000,80.1,False
Wyoming,1970,132.2,False
Wyoming,1971,131.7,False
Wyoming,1972,140.0,False
Wyoming,1973,141.2,False
Wyoming,1974,145.8,False
Wyoming,1975,160.7,False
Wyoming,1976,161.5,False
Wyoming,1977,160.4,False
Wyoming,1978,160.3,False
Wyoming,1979,168.6,False
Wyoming,1980,158.1,False
Wyoming,1981,163.1,False
Wyoming,1982,157.7,False
Wyoming,1983,141.2,False
Wyoming,1984,128.9,False
Wyoming,1985,125.7,False
Wyoming,1986,124.8,False
Wyoming,1987,110.4,False
Wyoming,1988,114.3,False
Wyoming,1989,111.4,False
Wyoming,1990,96.9,False
Wyoming,1991,109.1,False
Wyoming,1992,110.8,False
Wyoming,1993,108.4,False
Wyoming,1994,111.2,False
Wyoming,1995,115.0,False
Wyoming,1996,110.3,False
Wyoming,1997,108.8,False
Wyoming,1998,102.9,False
Wyoming,1999,104.8,False
Wyoming,2000,90.5,False
