state,year,cigsale,price
Nebraska,1995,88.5,1.755
Nebraska,1996,86.2,1.848
Nebraska,1997,85.5,1.946
Nebraska,1998,79.7,2.146
Nebraska,1999,86.8,2.883
Nebraska,2000,77.6,3.095
Nevada,1970,189.5,0.44
Nevada,1971,190.5,0.406
Nevada,1972,198.6,0.403
Nevada,1973,201.5,0.419
Nevada,1974,204.7,0.445
Nevada,1975,205.2,0.449
Nevada,1976,201.4,0.493
Nevada,1977,190.8,0.543
Nevada,1978,187.0,0.571
Nevada,1979,183.3,0.631
Nevada,1980,177.7,0.633
Nevada,1981,171.9,0.716
Nevada,1982,165.1,0.819
Nevada,1983,159.2,0.998
Nevada,1984,136.6,1.093
Nevada,1985,146.7,1.066
Nevada,1986,142.6,1.14
Nevada,1987,147.7,1.296
Nevada,1988,141.9,1.456
Nevada,1989,137.9,1.737
Nevada,1990,137.3,1.863
Nevada,1991,115.5,1.938
Nevada,1992,110.0,1.968
Nevada,1993,108.1,1.903
Nevada,1994,105.2,1.904
Nevada,1995,100.9,1.95
Nevada,1996,99.0,1.985
Nevada,1997,95.6,2.006
Nevada,1998,102.4,2.258
Nevada,1999,103.9,3.035
Nevada,2000,93.2,3.184
New Hampshire,1970,265.7,0.341
New Hampshire,1971,278.0,0.361
New Hampshire,1972,296.2,0.369
New Hampshire,1973,279.0,0.379
New Hampshire,1974,269.8,0.408
New Hampshire,1975,269.1,0.439
New Hampshire,1976,290.5,0.45
New Hampshire,1977,278.8,0.497
New Hampshire,1978,269.6,0.532
New Hampshire,1979,254.6,0.553
New Hampshire,1980,247.8,0.584
New Hampshire,1981,245.4,0.67
New Hampshire,1982,239.8,0.747
New Hampshire,1983,232.9,0.905
New Hampshire,1984,215.1,0.892
New Hampshire,1985,201.1,1.0
New Hampshire,1986,195.9,1.02
New Hampshire,1987,195.1,1.135
New Hampshire,1988,180.4,1.259
New Hampshire,1989,172.9,1.359
New Hampshire,1990,152.4,1.539
New Hampshire,1991,144.8,1.644
New Hampshire,1992,143.7,1.811
New Hampshire,1993,148.9,1.578
New Hampshire,1994,153.8,1.639
New Hampshire,1995,158.5,1.686
New Hampshire,1996,158.0,1.766
New Hampshire,1997,174.4,1.97
New Hampshire,1998,173.8,2.228
New Hampshire,1999,171.7,3.139
New Hampshire,2000,147.3,3.215
New Jersey,1970,120.7,0.417
New Jersey,1971,125.1,0.421
New Jersey,1972,128.4,0.489
New Jersey,1973,120.2,0.502
New Jersey,1974,121.4,0.528
New Jersey,1975,122.3,0.536
New Jersey,1976,122.4,0.569
New Jersey,1977,122.8,0.619
New Jersey,1978,123.9,0.635
New Jersey,1979,123.8,0.664
New Jersey,1980,124.3,0.687
New Jersey,1981,127.9,0.762
New Jersey,1982,126.3,0.921
New Jersey,1983,121.3,1.011
New Jersey,1984,117.8,1.047
New Jersey,1985,116.9,1.145
New Jersey,1986,115.5,1.196
New Jersey,1987,111.6,1.318
New Jersey,1988,107.8,1.395
New Jersey,1989,103.0,1.493
New Jersey,1990,98.6,1.804
New Jersey,1991,86.7,1.911
New Jersey,1992,86.6,2.054
New Jersey,1993,82.9,1.829
New Jersey,1994,81.6,1.878
New Jersey,1995,81.0,1.943
New Jersey,1996,79.1,1.946
New Jersey,1997,77.0,2.083
New Jersey,1998,72.6,2.732
New Jersey,1999,63.6,3.397
New Jersey,2000,60.1,3.637
New Mexico,1970,90.0,0.417
New Mexico,1971,92.6,0.421
New Mexico,1972,99.3,0.418
New Mexico,1973,98.9,0.437
New Mexico,1974,100.3,0.463
New Mexico,1975,103.1,0.495
New Mexico,1976,102.4,0.516
New Mexico,1977,102.4,0.56
New Mexico,1978,103.1,0.576
New Mexico,1979,101.0,0.626
New Mexico,1980,102.7,0.63
New Mexico,1981,103.0,0.694
New Mexico,1982,97.5,0.796
New Mexico,1983,96.3,0.902
New Mexico,1984,88.9,0.955
New Mexico,1985,88.0,1.012
New Mexico,1986,88.2,1.102
New Mexico,1987,82.3,1.137
New Mexico,1988,77.7,1.272
New Mexico,1989,74.4,1.336
New Mexico,1990,70.8,1.469
New Mexico,1991,69.9,1.654
New Mexico,1992,71.4,1.722
New Mexico,1993,69.0,1.584
New Mexico,1994,68.2,1.635
New Mexico,1995,67.0,1.708
New Mexico,1996,65.7,1.76
New Mexico,1997,61.8,1.838
New Mexico,1998,62.6,2.018
New Mexico,1999,59.7,2.798
New Mexico,2000,53.8,2.916
New York,1970,119.0,0.417
New York,1971,123.3,0.427
New York,1972,119.9,0.458
New York,1973,118.7,0.474
New York,1974,121.6,0.515
New York,1975,123.9,0.542
New York,1976,124.6,0.538
New York,1977,125.5,0.595
New York,1978,126.4,0.611
New York,1979,124.4,0.644
New York,1980,127.6,0.659
New York,1981,130.1,0.725
New York,1982,128.5,0.831
New York,1983,124.6,1.008
New York,1984,119.3,1.062
New York,1985,115.9,1.112
New York,1986,114.0,1.17
New York,1987,108.9,1.259
New York,1988,106.2,1.367
New York,1989,100.1,1.674
New York,1990,93.7,1.804
New York,1991,86.4,1.985
New York,1992,82.4,2.038
New York,1993,78.2,2.077
New York,1994,71.6,2.121
New York,1995,70.5,2.142
New York,1996,65.9,2.225
New York,1997,64.5,2.293
New York,1998,64.9,2.536
New York,1999,62.9,3.268
New York,2000,57.8,3.985
North Carolina,1970,172.4,0.294
North Carolina,1971,187.6,0.287
North Carolina,1972,214.1,0.289
North Carolina,1973,226.5,0.301
North Carolina,1974,227.3,0.329
North Carolina,1975,226.0,0.358
North Carolina,1976,230.2,0.366
North Carolina,1977,217.0,0.418
North Carolina,1978,205.5,0.437
North Carolina,1979,197.3,0.473
North Carolina,1980,187.8,0.5
North Carolina,1981,179.3,0.555
North Carolina,1982,179.0,0.66
North Carolina,1983,169.7,0.75
North Carolina,1984,160.6,0.789
North Carolina,1985,156.3,0.837
North Carolina,1986,154.4,0.906
North Carolina,1987,150.5,0.96
North Carolina,1988,146.0,1.076
North Carolina,1989,139.3,1.164
North Carolina,1990,133.7,1.266
North Carolina,1991,132.7,1.45
North Carolina,1992,128.8,1.535
North Carolina,1993,129.7,1.359
North Carolina,1994,112.7,1.423
North Carolina,1995,124.9,1.456
North Carolina,1996,129.7,1.52
North Carolina,1997,125.6,1.676
North Carolina,1998,126.0,1.868
North Carolina,1999,113.1,2.573
North Carolina,2000,109.0,2.767
North Dakota,1970,93.8,0.389
North Dakota,1971,98.5,0.389
North Dakota,1972,103.8,0.394
North Dakota,1973,108.7,0.399
North Dakota,1974,110.5,0.426
North Dakota,1975,117.9,0.459
North Dakota,1976,125.4,0.474
North Dakota,1977,122.2,0.532
North Dakota,1978,121.9,0.55
North Dakota,1979,121.3,0.596
North Dakota,1980,123.7,0.62
North Dakota,1981,125.7,0.678
North Dakota,1982,126.8,0.779
North Dakota,1983,119.6,0.944
North Dakota,1984,109.4,1.006
North Dakota,1985,103.2,1.042
North Dakota,1986,99.8,1.103
North Dakota,1987,92.3,1.233
North Dakota,1988,87.1,1.359
North Dakota,1989,84.1,1.443
North Dakota,1990,77.1,1.598
North Dakota,1991,85.2,1.683
North Dakota,1992,74.4,1.776
North Dakota,1993,83.0,1.801
North Dakota,1994,81.0,1.795
North Dakota,1995,80.6,1.827
North Dakota,1996,80.8,1.941
North Dakota,1997,77.5,2.052
North Dakota,1998,79.1,2.236
North Dakota,1999,74.7,2.975
North Dakota,2000,72.5,3.069
Ohio,1970,121.6,0.381
Ohio,1971,124.6,0.384
Ohio,1972,124.4,0.42
Ohio,1973,120.5,0.429
Ohio,1974,122.1,0.46
Ohio,1975,122.5,0.485
Ohio,1976,124.6,0.498
Ohio,1977,127.3,0.539
Ohio,1978,131.3,0.563
Ohio,1979,130.9,0.587
Ohio,1980,133.5,0.614
Ohio,1981,132.8,0.683
Ohio,1982,134.0,0.825
Ohio,1983,130.0,0.892
Ohio,1984,127.1,0.922
Ohio,1985,126.7,0.981
Ohio,1986,126.3,1.022
Ohio,1987,124.6,1.084
Ohio,1988,122.4,1.205
Ohio,1989,118.6,1.354
Ohio,1990,115.5,1.398
Ohio,1991,113.2,1.596
Ohio,1992,112.3,1.625
Ohio,1993,108.9,1.512
Ohio,1994,108.6,1.556
Ohio,1995,111.7,1.597
Ohio,1996,107.6,1.668
Ohio,1997,108.6,1.729
Ohio,1998,106.4,1.932
Ohio,1999,104.0,2.654
Ohio,2000,99.9,2.793
Oklahoma,1970,108.4,0.398
Oklahoma,1971,115.4,0.398
Oklahoma,1972,121.7,0.404
Oklahoma,1973,124.1,0.41
Oklahoma,1974,130.5,0.436
Oklahoma,1975,132.9,0.464
Oklahoma,1976,138.6,0.479
Oklahoma,1977,140.4,0.531
Oklahoma,1978,143.6,0.555
Oklahoma,1979,141.6,0.629
Oklahoma,1980,141.6,0.658
Oklahoma,1981,143.7,0.717
Oklahoma,1982,147.0,0.839
Oklahoma,1983,140.0,0.933
Oklahoma,1984,128.1,0.951
Oklahoma,1985,124.2,1.046
Oklahoma,1986,119.9,1.144
Oklahoma,1987,113.1,1.226
Oklahoma,1988,103.6,1.334
Oklahoma,1989,97.5,1.461
Oklahoma,1990,88.4,1.491
Oklahoma,1991,87.8,1.706
Oklahoma,1992,86.3,1.824
Oklahoma,1993,86.2,1.634
Oklahoma,1994,104.8,1.611
Oklahoma,1995,109.5,1.627
Oklahoma,1996,110.8,1.72
Oklahoma,1997,111.8,1.836
Oklahoma,1998,112.2,2.034
Oklahoma,1999,111.4,2.726
Oklahoma,2000,108.9,2.904
Oregon,1970,157.0,0.29
Oregon,1971,157.9,0.305
Oregon,1972,160.4,0.351
Oregon,1973,155.3,0.366
Oregon,1974,155.8,0.394
Oregon,1975,154.4,0.424
Oregon,1976,156.5,0.444
Oregon,1977,155.6,0.507
Oregon,1978,156.3,0.519
Oregon,1979,150.7,0.54
Oregon,1980,146.5,0.569
Oregon,1981,143.1,0.624
Oregon,1982,135.3,0.82
Oregon,1983,124.6,0.965
Oregon,1984,118.0,0.975
Oregon,1985,118.6,1.047
Oregon,1986,112.0,1.171
Oregon,1987,108.9,1.308
Oregon,1988,108.2,1.45
Oregon,1989,106.6,1.569
Oregon,1990,102.5,1.601
Oregon,1991,100.1,1.772
Oregon,1992,101.6,1.919
Oregon,1993,98.7,1.784
Oregon,1994,96.6,1.896
Oregon,1995,94.6,1.908
Oregon,1996,94.3,1.976
Oregon,1997,89.5,2.341
Oregon,1998,84.2,2.583
Oregon,1999,79.9,3.242
Oregon,2000,72.0,3.456
Pennsylvania,1970,107.3,0.447
Pennsylvania,1971,106.3,0.447
Pennsylvania,1972,109.0,0.449
Pennsylvania,1973,110.7,0.466
Pennsylvania,1974,114.2,0.498
Pennsylvania,1975,114.6,0.523
Pennsylvania,1976,118.8,0.533
Pennsylvania,1977,120.1,0.574
Pennsylvania,1978,122.3,0.606
Pennsylvania,1979,122.6,0.613
Pennsylvania,1980,124.0,0.648
Pennsylvania,1981,125.2,0.698
Pennsylvania,1982,123.3,0.817
Pennsylvania,1983,125.3,0.977
Pennsylvania,1984,115.3,1.001
Pennsylvania,1985,115.8,1.049
Pennsylvania,1986,113.9,1.1
Pennsylvania,1987,110.6,1.123
Pennsylvania,1988,107.6,1.228
Pennsylvania,1989,107.1,1.337
Pennsylvania,1990,101.3,1.441
Pennsylvania,1991,102.5,1.762
Pennsylvania,1992,96.2,1.838
Pennsylvania,1993,94.7,1.581
Pennsylvania,1994,95.4,1.617
Pennsylvania,1995,95.4,1.694
Pennsylvania,1996,93.3,1.765
Pennsylvania,1997,92.9,1.909
Pennsylvania,1998,92.1,2.05
Pennsylvania,1999,91.1,2.801
Pennsylvania,2000,87.9,2.919
Rhode Island,1970,123.9,0.402
Rhode Island,1971,123.2,0.416
Rhode Island,1972,134.4,0.406
Rhode Island,1973,142.0,0.413
Rhode Island,1974,146.1,0.443
Rhode Island,1975,154.7,0.522
Rhode Island,1976,150.2,0.523
Rhode Island,1977,148.8,0.563
Rhode Island,1978,146.8,0.587
Rhode Island,1979,145.8,0.6
Rhode Island,1980,149.3,0.645
Rhode Island,1981,151.2,0.716
Rhode Island,1982,146.3,0.84
Rhode Island,1983,135.8,0.948
Rhode Island,1984,136.9,1.003
Rhode Island,1985,133.4,1.018
Rhode Island,1986,136.3,1.135
Rhode Island,1987,124.4,1.215
Rhode Island,1988,138.0,1.348
Rhode Island,1989,120.8,1.509
Rhode Island,1990,101.4,1.703
Rhode Island,1991,103.6,1.9
Rhode Island,1992,100.1,1.979
Rhode Island,1993,94.1,1.689
Rhode Island,1994,91.9,2.096
Rhode Island,1995,90.8,2.149
Rhode Island,1996,87.5,2.17
Rhode Island,1997,90.0,2.322
Rhode Island,1998,88.7,2.517
Rhode Island,1999,86.9,3.229
Rhode Island,2000,83.1,3.382
South Carolina,1970,103.6,0.343
South Carolina,1971,115.0,0.341
South Carolina,1972,118.7,0.335
South Carolina,1973,125.5,0.352
South Carolina,1974,129.7,0.381
South Carolina,1975,130.5,0.41
South Carolina,1976,136.8,0.422
South Carolina,1977,137.2,0.492
South Carolina,1978,140.4,0.502
South Carolina,1979,135.7,0.523
South Carolina,1980,138.3,0.547
South Carolina,1981,136.1,0.619
South Carolina,1982,136.0,0.724
South Carolina,1983,131.1,0.813
South Carolina,1984,127.0,0.83
South Carolina,1985,125.4,0.887
South Carolina,1986,126.6,0.953
South Carolina,1987,126.6,0.999
South Carolina,1988,124.4,1.119
South Carolina,1989,122.4,1.252
South Carolina,1990,118.6,1.29
South Carolina,1991,121.5,1.519
South Carolina,1992,112.9,1.645
South Carolina,1993,115.2,1.391
South Carolina,1994,112.2,1.4
South Carolina,1995,109.2,1.495
South Carolina,1996,102.9,1.539
South Carolina,1997,124.5,1.653
South Carolina,1998,126.9,1.796
South Carolina,1999,109.4,2.553
South Carolina,2000,103.9,2.783
South Dakota,1970,92.7,0.385
South Dakota,1971,96.7,0.391
South Dakota,1972,103.0,0.396
South Dakota,1973,103.5,0.404
South Dakota,1974,108.4,0.428
South Dakota,1975,113.5,0.45
South Dakota,1976,116.7,0.464
South Dakota,1977,115.6,0.532
South Dakota,1978,116.9,0.541
South Dakota,1979,117.4,0.588
South Dakota,1980,114.7,0.623
South Dakota,1981,115.7,0.68
South Dakota,1982,113.0,0.788
South Dakota,1983,109.8,0.898
South Dakota,1984,105.7,0.923
South Dakota,1985,104.4,1.085
South Dakota,1986,97.0,1.137
South Dakota,1987,95.8,1.247
South Dakota,1988,91.9,1.301
South Dakota,1989,87.4,1.389
South Dakota,1990,88.3,1.503
South Dakota,1991,91.8,1.63
South Dakota,1992,93.0,1.803
South Dakota,1993,91.6,1.544
South Dakota,1994,94.8,1.621
South Dakota,1995,98.6,1.712
South Dakota,1996,92.3,1.817
South Dakota,1997,88.8,1.928
South Dakota,1998,88.3,2.079
South Dakota,1999,83.5,2.729
South Dakota,2000,75.1,3.04
Tennessee,1970,99.8,0.416
Tennessee,1971,106.3,0.416
Tennessee,1972,111.5,0.408
Tennessee,1973,109.7,0.425
Tennessee,1974,114.8,0.453
Tennessee,1975,117.4,0.483
Tennessee,1976,121.7,0.496
Tennessee,1977,124.6,0.548
Tennessee,1978,127.3,0.573
Tennessee,1979,127.2,0.603
Tennessee,1980,130.4,0.637
Tennessee,1981,129.1,0.683
Tennessee,1982,131.4,0.791
Tennessee,1983,129.0,0.883
Tennessee,1984,125.1,0.925
Tennessee,1985,128.7,0.988
Tennessee,1986,107.9,1.035
Tennessee,1987,130.6,1.121
Tennessee,1988,125.3,1.215
Tennessee,1989,124.7,1.35
Tennessee,1990,121.8,1.374
Tennessee,1991,120.6,1.639
Tennessee,1992,121.0,1.702
Tennessee,1993,120.8,1.503
Tennessee,1994,118.8,1.53
Tennessee,1995,125.4,1.559
Tennessee,1996,119.2,1.611
Tennessee,1997,118.9,1.677
Tennessee,1998,119.7,1.895
Tennessee,1999,115.8,2.612
Tennessee,2000,108.7,2.815
Texas,1970,106.4,0.42
Texas,1971,108.9,0.469
Texas,1972,108.6,0.464
Texas,1973,110.4,0.475
Texas,1974,114.7,0.506
Texas,1975,116.0,0.533
Texas,1976,121.4,0.533
Texas,1977,124.2,0.591
Texas,1978,126.6,0.622
Texas,1979,126.4,0.637
Texas,1980,129.7,0.669
Texas,1981,129.0,0.738
Texas,1982,131.2,0.841
Texas,1983,126.4,0.938
Texas,1984,117.2,1.021
Texas,1985,115.9,1.055
Texas,1986,113.7,1.144
Texas,1987,105.8,1.28
Texas,1988,96.5,1.37
Texas,1989,94.5,1.457
Texas,1990,85.6,1.736
Texas,1991,79.6,1.86
Texas,1992,77.2,2.046
Texas,1993,81.3,1.777
Texas,1994,78.8,1.85
Texas,1995,75.2,1.884
Texas,1996,74.6,1.898
Texas,1997,72.6,2.018
Texas,1998,73.2,2.25
Texas,1999,67.8,2.923
Texas,2000,69.3,3.112
Utah,1970,65.5,0.366
Utah,1971,67.7,0.372
Utah,1972,71.3,0.365
Utah,1973,72.7,0.378
Utah,1974,75.6,0.405
Utah,1975,75.8,0.434
Utah,1976,77.9,0.447
Utah,1977,78.9,0.495
Utah,1978,79.6,0.537
Utah,1979,79.1,0.572
Utah,1980,74.8,0.627
Utah,1981,77.6,0.681
Utah,1982,73.6,0.82
Utah,1983,69.0,0.953
Utah,1984,66.3,1.046
Utah,1985,66.5,1.035
Utah,1986,64.4,1.086
Utah,1987,67.7,1.229
Utah,1988,55.0,1.356
Utah,1989,57.0,1.519
Utah,1990,53.4,1.671
Utah,1991,53.5,1.701
Utah,1992,55.0,1.801
Utah,1993,56.2,1.604
Utah,1994,55.8,1.688
Utah,1995,52.0,1.749
Utah,1996,54.0,1.862
Utah,1997,57.0,2.227
Utah,1998,42.3,2.437
Utah,1999,43.9,3.129
Utah,2000,40.7,3.312
Vermont,1970,122.6,0.395
Vermont,1971,124.4,0.4
Vermont,1972,138.0,0.398
Vermont,1973,146.8,0.413
Vermont,1974,151.8,0.418
Vermont,1975,155.5,0.471
Vermont,1976,171.1,0.47
Vermont,1977,169.4,0.525
Vermont,1978,162.4,0.548
Vermont,1979,160.9,0.589
Vermont,1980,161.6,0.61
Vermont,1981,163.8,0.668
Vermont,1982,162.3,0.77
Vermont,1983,153.8,0.906
Vermont,1984,144.3,0.955
Vermont,1985,144.5,1.049
Vermont,1986,131.2,1.138
Vermont,1987,128.3,1.237
Vermont,1988,128.7,1.297
Vermont,1989,120.9,1.437
Vermont,1990,124.3,1.501
Vermont,1991,120.9,1.68
Vermont,1992,126.5,1.738
Vermont,1993,117.2,1.596
Vermont,1994,120.3,1.601
Vermont,1995,123.2,1.964
Vermont,1996,102.5,2.019
Vermont,1997,97.7,2.139
Vermont,1998,97.0,2.337
Vermont,1999,94.1,3.011
Vermont,2000,88.9,3.232
Virginia,1970,124.3,0.302
Virginia,1971,128.4,0.299
Virginia,1972,137.0,0.301
Virginia,1973,143.1,0.313
Virginia,1974,149.6,0.336
Virginia,1975,152.7,0.379
Virginia,1976,158.1,0.384
Virginia,1977,157.7,0.428
Virginia,1978,155.9,0.458
Virginia,1979,151.8,0.485
Virginia,1980,148.9,0.518
Virginia,1981,149.9,0.564
Virginia,1982,147.4,0.688
Virginia,1983,144.7,0.76
Virginia,1984,136.8,0.836
Virginia,1985,134.6,0.913
Virginia,1986,135.8,0.946
Virginia,1987,133.0,1.021
Virginia,1988,129.5,1.094
Virginia,1989,122.5,1.286
Virginia,1990,118.9,1.365
Virginia,1991,109.1,1.579
Virginia,1992,108.2,1.657
Virginia,1993,105.4,1.565
Virginia,1994,106.2,1.575
Virginia,1995,106.7,1.596
Virginia,1996,104.6,1.596
Virginia,1997,108.0,1.622
Virginia,1998,105.6,1.837
Virginia,1999,102.1,2.528
Virginia,2000,96.7,2.754
Washington,1970,96.7,0.403
Washington,1971,97.0,0.461
Washington,1972,88.5,0.459
Washington,1973,91.0,0.469
Washington,1974,98.6,0.49
Washington,1975,99.5,0.53
Washington,1976,100.3,0.537
Washington,1977,99.3,0.586
Washington,1978,101.3,0.616
Washington,1979,101.4,0.638
Washington,1980,101.4,0.666
Washington,1981,112.7,0.803
Washington,1982,106.6,0.931
Washington,1983,102.4,1.059
Washington,1984,96.2,1.144
Washington,1985,96.5,1.257
Washington,1986,94.2,1.342
Washington,1987,91.3,1.414
Washington,1988,88.2,1.506
Washington,1989,86.1,1.675
Washington,1990,83.4,1.774
Washington,1991,78.7,1.992
Washington,1992,81.1,2.023
Washington,1993,79.4,2.198
Washington,1994,72.6,2.258
Washington,1995,67.4,2.468
Washington,1996,58.1,2.651
Washington,1997,55.6,2.726
Washington,1998,56.4,2.867
Washington,1999,55.1,3.598
Washington,2000,52.8,3.816
West Virginia,1970,114.5,0.416
West Virginia,1971,111.5,0.413
West Virginia,1972,117.5,0.399
West Virginia,1973,116.6,0.42
West Virginia,1974,119.9,0.452
West Virginia,1975,123.2,0.484
West Virginia,1976,129.7,0.489
West Virginia,1977,133.9,0.539
West Virginia,1978,131.6,0.624
West Virginia,1979,122.1,0.643
West Virginia,1980,122.3,0.662
West Virginia,1981,120.5,0.751
West Virginia,1982,119.8,0.882
West Virginia,1983,115.7,0.972
West Virginia,1984,111.9,1.032
West Virginia,1985,109.1,1.041
West Virginia,1986,112.1,1.128
West Virginia,1987,107.5,1.222
West Virginia,1988,109.1,1.312
West Virginia,1989,104.0,1.429
West Virginia,1990,104.1,1.441
West Virginia,1991,100.1,1.582
West Virginia,1992,98.0,1.662
West Virginia,1993,111.0,1.501
West Virginia,1994,104.2,1.568
West Virginia,1995,115.8,1.573
West Virginia,1996,112.7,1.609
West Virginia,1997,114.5,1.711
West Virginia,1998,114.6,1.924
West Virginia,1999,112.4,2.537
West Virginia,2000,107.9,2.758
Wisconsin,1970,106.4,0.402
Wisconsin,1971,105.4,0.403
Wisconsin,1972,108.8,0.426
Wisconsin,1973,109.5,0.439
Wisconsin,1974,111.8,0.466
Wisconsin,1975,113.5,0.513
Wisconsin,1976,115.4,0.521
Wisconsin,1977,117.2,0.571
Wisconsin,1978,116.7,0.587
Wisconsin,1979,117.1,0.612
Wisconsin,1980,117.6,0.649
Wisconsin,1981,119.9,0.75
Wisconsin,1982,115.6,0.92
Wisconsin,1983,106.3,1.008
Wisconsin,1984,105.6,1.068
Wisconsin,1985,107.0,1.108
Wisconsin,1986,105.4,1.163
Wisconsin,1987,106.0,1.286
Wisconsin,1988,102.6,1.383
Wisconsin,1989,100.3,1.511
Wisconsin,1990,94.1,1.586
Wisconsin,1991,95.5,1.765
Wisconsin,1992,96.2,1.955
Wisconsin,1993,91.2,1.786
Wisconsin,1994,91.8,1.88
Wisconsin,1995,93.5,2.005
Wisconsin,1996,92.1,2.007
Wisconsin,1997,91.9,2.108
Wisconsin,1998,88.7,2.435
Wisconsin,1999,84.4,3.128
Wisconsin,2000,80.1,3.304
Wyoming,1970,132.2,0.344
Wyoming,1971,131.7,0.344
Wyoming,1972,140.0,0.344
Wyoming,1973,141.2,0.358
Wyoming,1974,145.8,0.386
Wyoming,1975,160.7,0.426
Wyoming,1976,161.5,0.434
Wyoming,1977,160.4,0.498
Wyoming,1978,160.3,0.517
Wyoming,1979,168.6,0.553
Wyoming,1980,158.1,0.559
Wyoming,1981,163.1,0.643
Wyoming,1982,157.7,0.71
Wyoming,1983,141.2,0.817
Wyoming,1984,128.9,0.874
Wyoming,1985,125.7,0.978
Wyoming,1986,124.8,1.027
Wyoming,1987,110.4,1.129
Wyoming,1988,114.3,1.186
Wyoming,1989,111.4,1.295
Wyoming,1990,96.9,1.27
Wyoming,1991,109.1,1.551
Wyoming,1992,110.8,1.669
Wyoming,1993,108.4,1.474
Wyoming,1994,111.2,1.53
Wyoming,1995,115.0,1.625
Wyoming,1996,110.3,1.641
Wyoming,1997,108.8,1.688
Wyoming,1998,102.9,1.896
Wyoming,1999,104.8,2.671
Wyoming,2000,90.5,2.912
