"year","regionname","gdpcap","sec.agriculture","sec.energy","sec.industry","sec.construction","sec.services.venta","sec.services.nonventa","school.illit","school.prim","school.med","school.higher","invest","popdens"
1993,"Baleares (Islas)",10.9697225876312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9990978240967,NA
1994,"Baleares (Islas)",11.4195940529268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.0898628234863,NA
1995,"Baleares (Islas)",11.7737792689812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.896915435791,NA
1996,"Baleares (Islas)",11.9265920534981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,"Baleares (Islas)",12.3500428449015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1955,"Canarias",1.91438157910519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,"Canarias",2.07183672271092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1957,"Canarias",2.22607819361879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1958,"Canarias",2.22086553674397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959,"Canarias",2.21343902614041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,"Canarias",2.35768361487957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961,"Canarias",2.44572979148815,26.2099990844727,9.53999996185303,9.78999996185303,6.17999982833862,40.2299995422363,8.0600004196167,NA,NA,NA,NA,NA,NA
1962,"Canarias",2.64824325443846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,"Canarias",2.84475867525573,23.9099998474121,8.42000007629395,9.85000038146973,6.80999994277954,43.9900016784668,7.01999998092651,NA,NA,NA,NA,NA,NA
1964,"Canarias",2.95115680362251,NA,NA,NA,NA,NA,NA,15.7585025574017,59.0683157552184,3.88361688043473,1.81506830351711,17.0259399414062,NA
1965,"Canarias",3.05419873932504,19.4300003051758,8,10.0500001907349,8.68000030517578,46.1500015258789,7.69999980926514,15.4396659277676,59.801627889523,4.28261381945552,1.91026910909203,20.9989643096924,NA
1966,"Canarias",3.2317908209959,NA,NA,NA,NA,NA,NA,15.1264372998215,60.5883870589736,4.72948185801773,2.01705256253043,26.6728916168213,NA
1967,"Canarias",3.40338464261327,16.1800003051758,6.92000007629395,9.82999992370605,10.3999996185303,47.0900001525879,9.59000015258789,14.8187195845886,61.5544811438988,5.24474328946452,2.13879974283594,30.120325088501,NA
1968,"Canarias",3.66031153138724,NA,NA,NA,NA,NA,NA,14.5164272725134,62.1155307155562,6.28446199248287,2.25684774413736,32.150463104248,NA
1969,"Canarias",3.91288219060737,13.9899997711182,6.21000003814697,9.5600004196167,11.2799997329712,48.9300003051758,10.039999961853,14.2194686189685,62.5961870533602,7.41078851445238,2.42250530598789,28.7568988800049,148.25
1970,"Canarias",4.22493554087783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9603977203369,NA
1971,"Canarias",4.49357347398511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.4238739013672,NA
1972,"Canarias",4.78191925981528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.6821231842041,NA
1973,"Canarias",5.05491298663552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.5648536682129,NA
1974,"Canarias",4.967794933172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.0051422119141,NA
1975,"Canarias",4.88153374287034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5993461608887,NA
1976,"Canarias",4.94844316244466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8343353271484,NA
1977,"Canarias",5.00792628933586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.2992210388184,NA
1978,"Canarias",5.04091682859027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.8448696136475,NA
1979,"Canarias",5.23350488727551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.7241382598877,NA
1980,"Canarias",5.43708921125772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.553279876709,NA
1981,"Canarias",5.65824053758078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.641674041748,NA
1982,"Canarias",5.68730371470317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.3411331176758,NA
1983,"Canarias",5.71986582237664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9887752532959,NA
1984,"Canarias",5.80134235154353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7615900039673,NA
1985,"Canarias",5.88560390390692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.1585693359375,NA
1986,"Canarias",6.25678386323216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.6497135162354,NA
1987,"Canarias",6.61268193392848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.7193813323975,NA
1988,"Canarias",6.97700655211792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.3144397735596,NA
1989,"Canarias",7.33790328181903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.8593711853027,NA
1990,"Canarias",7.34504409872849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.5112228393555,NA
1991,"Canarias",7.34718669247403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.8962173461914,NA
1992,"Canarias",7.22007980281304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1320972442627,NA
1993,"Canarias",7.09218796373469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6260604858398,NA
1994,"Canarias",7.41074013730452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9668464660645,NA
1995,"Canarias",7.61639514128776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.6725215911865,NA
1996,"Canarias",7.81705192210708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,"Canarias",8.06055447606487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1955,"Cantabria",2.55941169257165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,"Cantabria",2.69387317909169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1957,"Cantabria",2.8203369855404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1958,"Cantabria",2.87903450925294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959,"Cantabria",2.94373029301896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,"Cantabria",3.1370322590588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961,"Cantabria",3.32762067980577,16.7099990844727,3.1800000667572,37.9199981689453,5.61999988555908,31.6800003051758,4.90000009536743,NA,NA,NA,NA,NA,NA
1962,"Cantabria",3.55534143565008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,"Cantabria",3.77142262506471,18.2399997711182,2.94000005722046,36.1800003051758,5.75,32.5999984741211,4.28999996185303,NA,NA,NA,NA,NA,NA
1964,"Cantabria",3.83940290567092,NA,NA,NA,NA,NA,NA,2.42169824520887,71.1571701260371,5.18644433189097,2.32110803663463,25.9189758300781,NA
1965,"Cantabria",3.90609832737521,16.2099990844727,2.77999997138977,36.75,6.28999996185303,33.2400016784668,4.73999977111816,2.39223729347351,71.597723697282,5.39076991823241,2.39751777476338,28.1631698608398,NA
1966,"Cantabria",4.03213348432256,NA,NA,NA,NA,NA,NA,2.36313356847642,72.1190362660411,5.61700509322902,2.48475472624177,29.7192420959473,NA
1967,"Cantabria",4.15595544130248,14.9700002670288,2.69000005722046,35.8699989318848,6.17999982833862,34.5800018310547,5.71999979019165,2.33438253930437,72.8492859369391,5.88237734287963,2.58580655141054,28.967601776123,NA
1968,"Cantabria",4.37589251494551,NA,NA,NA,NA,NA,NA,2.30597991351323,73.1863095715618,6.66152033697383,2.67956557363996,29.9379234313965,NA
1969,"Cantabria",4.61082556560291,13.4799995422363,2.88000011444092,35.9300003051758,6.03999996185303,35.3199996948242,6.34000015258789,2.27792163712802,73.5401443251038,7.42916864265804,2.8189385513766,31.7203559875488,87.3899993896484
1970,"Cantabria",4.7914166683403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.2976818084717,NA
1971,"Cantabria",4.96965161530299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.1462631225586,NA
1972,"Cantabria",5.15538433285244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.6463279724121,NA
1973,"Cantabria",5.33876045878633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.9357929229736,NA
1974,"Cantabria",5.50835486038587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.2517414093018,NA
1975,"Cantabria",5.67523571669255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.4183330535889,NA
1976,"Cantabria",5.79605821676508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3222694396973,NA
1977,"Cantabria",5.90295647253686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.7218837738037,NA
1978,"Cantabria",5.91659524106394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.854923248291,NA
1979,"Cantabria",5.90645540308796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3349609375,NA
1980,"Cantabria",5.8991001524676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.4796085357666,NA
1981,"Cantabria",5.91488151474021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.029748916626,NA
1982,"Cantabria",5.9168807168376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.2042331695557,NA
1983,"Cantabria",5.94165957815066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.771089553833,NA
1984,"Cantabria",6.02884910951782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2284927368164,NA
1985,"Cantabria",6.13831751893432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.6516265869141,NA
1986,"Cantabria",6.42045126476141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.644136428833,NA
1987,"Cantabria",6.71322475804904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1474628448486,NA
1988,"Cantabria",7.02342186202938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.3745632171631,NA
1989,"Cantabria",7.33361896600971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.8378524780273,NA
1990,"Cantabria",7.45072853766112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.0300846099854,NA
1991,"Cantabria",7.59640137695034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.6100959777832,NA
1992,"Cantabria",7.46215367037989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.6292610168457,NA
1993,"Cantabria",7.32790596380945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.0652160644531,NA
1994,"Cantabria",7.55069997439348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.568395614624,NA
1995,"Cantabria",7.77706352175048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.591121673584,NA
1996,"Cantabria",7.9077408198662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,"Cantabria",8.22693498704611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1955,"Castilla Y Leon",1.72914877104031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,"Castilla Y Leon",1.83833192260359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1957,"Castilla Y Leon",1.9476578120537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1958,"Castilla Y Leon",1.97136537649399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959,"Castilla Y Leon",1.99514420091748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,"Castilla Y Leon",2.13881740226844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961,"Castilla Y Leon",2.23950296427583,32.5499992370605,9.01000022888184,16.0499992370605,6.17000007629395,29.1399993896484,7.07999992370605,NA,NA,NA,NA,NA,NA
1962,"Castilla Y Leon",2.45422738104403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,"Castilla Y Leon",2.67223651257286,33.2299995422363,8.17000007629395,15.75,6.6399998664856,29.7099990844727,6.5,NA,NA,NA,NA,NA,NA
1964,"Castilla Y Leon",2.77777777777778,NA,NA,NA,NA,NA,NA,4.53927062787434,73.8620726609188,3.70260943894425,2.16160270892843,18.7428321838379,NA
1965,"Castilla Y Leon",2.88217648612673,30.5200004577637,7.84999990463257,16.3600006103516,7.36999988555908,30.6100006103516,7.28000020980835,4.45264702127815,73.1984868855907,3.81515600778145,2.21941029825013,19.8590602874756,NA
1966,"Castilla Y Leon",2.98807492292939,NA,NA,NA,NA,NA,NA,4.36750358237351,72.6316496271462,3.93908203072761,2.28625254326371,19.3095703125,NA
1967,"Castilla Y Leon",3.09454431127937,27.0200004577637,7.23999977111816,16.7600002288818,7.69999980926514,32.1300010681152,9.14999961853027,4.2838162154073,72.2897878439973,4.08565336762699,2.36523169395019,18.868968963623,NA
1968,"Castilla Y Leon",3.30227086694538,NA,NA,NA,NA,NA,NA,4.20156145049011,71.7116800317308,4.58007662931407,2.43499171561409,19.4028263092041,NA
1969,"Castilla Y Leon",3.5209939058288,25.2700004577637,6.82000017166138,17.4500007629395,7.84000015258789,32.6300010681152,9.98999977111816,4.12071613066441,71.1468154957235,5.05339701817934,2.55052897422467,21.7317962646484,28.7700004577637
1970,"Castilla Y Leon",3.67052284726685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.3235569000244,NA
1971,"Castilla Y Leon",3.82183677501183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8736476898193,NA
1972,"Castilla Y Leon",4.08176224901144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7254333496094,NA
1973,"Castilla Y Leon",4.34540152311393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.2864246368408,NA
1974,"Castilla Y Leon",4.46472429473276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2827758789062,NA
1975,"Castilla Y Leon",4.58111952318869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2781448364258,NA
1976,"Castilla Y Leon",4.7327193625482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.5485191345215,NA
1977,"Castilla Y Leon",4.88467571974414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.1691036224365,NA
1978,"Castilla Y Leon",4.94680091402457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.4022541046143,NA
1979,"Castilla Y Leon",4.92037980429141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.975700378418,NA
1980,"Castilla Y Leon",4.89374469668822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.6389312744141,NA
1981,"Castilla Y Leon",4.88103383338577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.1625480651855,NA
1982,"Castilla Y Leon",4.92309334958427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.6147747039795,NA
1983,"Castilla Y Leon",4.97072247633489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.4617786407471,NA
1984,"Castilla Y Leon",5.11346777246122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.6302833557129,NA
1985,"Castilla Y Leon",5.26199667700969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.7101421356201,NA
1986,"Castilla Y Leon",5.6473148785057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7041282653809,NA
1987,"Castilla Y Leon",6.04463003594955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.0892887115479,NA
1988,"Castilla Y Leon",6.35439870834895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.9405784606934,NA
1989,"Castilla Y Leon",6.67402174295067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.784252166748,NA
1990,"Castilla Y Leon",6.87032273005704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.4983215332031,NA
1991,"Castilla Y Leon",7.06319626451594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.53342628479,NA
1992,"Castilla Y Leon",7.04548717804958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.0742378234863,NA
1993,"Castilla Y Leon",7.02763513577594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.9429492950439,NA
1994,"Castilla Y Leon",7.07426444355742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.298885345459,NA
1995,"Castilla Y Leon",7.28291934028894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.3803024291992,NA
1996,"Castilla Y Leon",7.61139691812384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,"Castilla Y Leon",7.88846009120162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1955,"Castilla-La Mancha",1.32776351357759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,"Castilla-La Mancha",1.41509567387136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1957,"Castilla-La Mancha",1.50357039102109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1958,"Castilla-La Mancha",1.5314196423441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959,"Castilla-La Mancha",1.5593401536503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,"Castilla-La Mancha",1.66752359520466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961,"Castilla-La Mancha",1.75242790389967,42.1300010681152,5.09000015258789,16.1299991607666,4.78999996185303,26.3899993896484,5.46999979019165,NA,NA,NA,NA,NA,NA
1962,"Castilla-La Mancha",1.92045131706231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,"Castilla-La Mancha",2.09190240079285,41.5400009155273,4.57999992370605,16.2399997711182,5.1100001335144,27.3700008392334,5.15999984741211,NA,NA,NA,NA,NA,NA
1964,"Castilla-La Mancha",2.18259064479066,NA,NA,NA,NA,NA,NA,16.9874687103308,66.1026126654214,1.66527290597058,1.21552449150129,14.950511932373,NA
1965,"Castilla-La Mancha",2.27470713933854,35.060001373291,5.32000017166138,17.5200004577637,5.96999979019165,30.1299991607666,6,16.4806663355137,65.161269512608,1.77143688574466,1.28315905582949,16.5078983306885,NA
1966,"Castilla-La Mancha",2.3783919403329,NA,NA,NA,NA,NA,NA,15.9841182145911,64.3194343802678,1.88982337592784,1.35943924033449,17.8852577209473,NA
1967,"Castilla-La Mancha",2.48236221710092,31.5799999237061,5.34999990463257,18.2000007629395,6.26999998092651,31.1000003814697,7.5,15.4976410671823,63.7072250019925,2.02722060001345,1.44657155421674,18.6468353271484,NA
1968,"Castilla-La Mancha",2.7090831539761,NA,NA,NA,NA,NA,NA,15.0210591708598,63.0054236387035,2.35262074534648,1.53349183206542,18.7182598114014,NA
1969,"Castilla-La Mancha",2.94744365728096,30.1200008392334,5.55999994277954,17.7999992370605,6.90999984741211,31.2000007629395,8.39999961853027,14.5541986926852,62.2947492375872,2.69002858986885,1.64954409543726,21.1153755187988,22.3799991607666
1970,"Castilla-La Mancha",3.13688952117196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.894416809082,NA
1971,"Castilla-La Mancha",3.31962299973445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.1898212432861,NA
1972,"Castilla-La Mancha",3.62917745634339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9155044555664,NA
1973,"Castilla-La Mancha",3.94608672773181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.1244258880615,NA
1974,"Castilla-La Mancha",4.0281346442869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.9158058166504,NA
1975,"Castilla-La Mancha",4.11196820091023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2131309509277,NA
1976,"Castilla-La Mancha",4.26071110332874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.0932846069336,NA
1977,"Castilla-La Mancha",4.41216798688098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.3084964752197,NA
1978,"Castilla-La Mancha",4.44630086507092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2669353485107,NA
1979,"Castilla-La Mancha",4.40874053423352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.8906097412109,NA
1980,"Castilla-La Mancha",4.32876329767946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.1016082763672,NA
1981,"Castilla-La Mancha",4.26128249071694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.6895370483398,NA
1982,"Castilla-La Mancha",4.34318745146476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.0412845611572,NA
1983,"Castilla-La Mancha",4.42466441647253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.0229206085205,NA
1984,"Castilla-La Mancha",4.55005714396891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.228910446167,NA
1985,"Castilla-La Mancha",4.67766350727359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.167423248291,NA
1986,"Castilla-La Mancha",4.98064831644084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.0725765228271,NA
1987,"Castilla-La Mancha",5.2955586036523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.3752861022949,NA
1988,"Castilla-La Mancha",5.67787778408178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.907299041748,NA
1989,"Castilla-La Mancha",6.06533857932332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.87522315979,NA
1990,"Castilla-La Mancha",6.27942013079968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.8845691680908,NA
1991,"Castilla-La Mancha",6.47450730106688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.4713535308838,NA
1992,"Castilla-La Mancha",6.33069114390866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.3668060302734,NA
1993,"Castilla-La Mancha",6.18858914891504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.2604522705078,NA
1994,"Castilla-La Mancha",6.2309341408872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.7345809936523,NA
1995,"Castilla-La Mancha",6.3287634197149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.9419326782227,NA
1996,"Castilla-La Mancha",6.61439609609308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,"Castilla-La Mancha",6.86539554895588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1955,"Cataluna",3.54662963030373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,"Cataluna",3.69044556954152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1957,"Cataluna",3.82683499817574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1958,"Cataluna",3.8756783776064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959,"Cataluna",3.92173673384055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,"Cataluna",4.24178820002321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961,"Cataluna",4.57533547892566,8.23999977111816,2.89000010490417,41.6100006103516,5.55000019073486,37.2999992370605,4.42000007629395,NA,NA,NA,NA,NA,NA
1962,"Cataluna",4.83804641196265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,"Cataluna",5.08133409636867,8.27999973297119,2.72000002861023,39.939998626709,6.42999982833862,38.8300018310547,3.78999996185303,NA,NA,NA,NA,NA,NA
1964,"Cataluna",5.15809787814531,NA,NA,NA,NA,NA,NA,6.30719938789871,65.9746662179846,4.05211372597236,2.04829633947061,16.5614433288574,NA
1965,"Cataluna",5.22365052507319,6.76999998092651,2.85999989509583,40.2900009155273,7.28000020980835,38.8499984741211,3.96000003814697,6.45884491544542,67.154434147157,4.35275504901389,2.13529885044693,20.0388870239258,NA
1966,"Cataluna",5.33247650503874,NA,NA,NA,NA,NA,NA,6.60552494180037,68.4426521377567,4.68854963041877,2.23325324851437,23.8684711456299,NA
1967,"Cataluna",5.42944892070458,5.69000005722046,2.9300000667572,39.4799995422363,7.09999990463257,40.1300010681152,4.67000007629395,6.74734199943654,69.9727237256363,5.0773264024897,2.34559446306483,24.7314453125,NA
1968,"Cataluna",5.67437885353069,NA,NA,NA,NA,NA,NA,6.88439862082692,71.1972954160046,5.94760775188852,2.45105744229465,25.75998878479,NA
1969,"Cataluna",5.91552394419117,5.69999980926514,3,38.9599990844727,7.17000007629395,40.2299995422363,4.94000005722046,7.01679221182084,72.4356357527452,6.86348492583694,2.60715269607526,24.1620464324951,153.119995117188
1970,"Cataluna",6.06683787193614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5039901733398,NA
1971,"Cataluna",6.22764920820614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.9517269134521,NA
1972,"Cataluna",6.53906012902564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3312225341797,NA
1973,"Cataluna",6.83797505609446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.6595363616943,NA
1974,"Cataluna",6.98736082380481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.100830078125,NA
1975,"Cataluna",7.12489302721544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.1886425018311,NA
1976,"Cataluna",7.13538981886872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.4112911224365,NA
1977,"Cataluna",7.1429590673591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5070133209229,NA
1978,"Cataluna",7.01935154409008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5064487457275,NA
1979,"Cataluna",7.01099691034147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6833438873291,NA
1980,"Cataluna",7.07883467098128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.899486541748,NA
1981,"Cataluna",7.1822335603611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.670280456543,NA
1982,"Cataluna",7.28720365609826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7905778884888,NA
1983,"Cataluna",7.3978863181948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8484268188477,NA
1984,"Cataluna",7.48429002846285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6417980194092,NA
1985,"Cataluna",7.5699798313763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1108713150024,NA
1986,"Cataluna",8.07769173930216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9053049087524,NA
1987,"Cataluna",8.58397583251883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.1826725006104,NA
1988,"Cataluna",9.05741234228836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6598262786865,NA
1989,"Cataluna",9.52584975721223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.4189586639404,NA
