store,week,sales,Temperature,Fuel_Price,CPI,Unemployment
11,119,1300147.07,75.13,3.688,225.2351496,6.664
11,120,1352442.31,72.53,3.63,225.2512024,6.664
11,121,1297335.87,78.44,3.561,225.2515168,6.664
11,122,1361595.33,81.67,3.501,225.2518313,6.664
11,123,1414343.53,82.1,3.452,225.2521458,6.664
11,124,1417875.42,84.97,3.393,225.2644795,6.664
11,125,1355680.3,83.26,3.346,225.3068615,6.664
11,126,1297028.6,87.86,3.286,225.3492435,6.664
11,127,1461129.94,83.44,3.227,225.3916254,6.334
11,128,1320239.51,82.46,3.256,225.4340074,6.334
11,129,1344483.81,82.41,3.311,225.4438827,6.334
11,130,1272395.02,85.43,3.407,225.4537579,6.334
11,131,1399341.07,86.94,3.417,225.4636332,6.334
11,132,1388973.65,86.21,3.494,225.4735085,6.334
11,133,1421307.2,87.73,3.571,225.5558664,6.334
11,134,1409515.73,83.17,3.62,225.6925864,6.334
11,135,1372872.35,86.49,3.638,225.8293063,6.334
11,136,1304584.4,85.17,3.73,225.9660263,6.334
11,137,1267675.05,79.61,3.717,226.1122067,6.334
11,138,1326132.98,73.64,3.721,226.3151496,6.334
11,139,1227430.73,77.67,3.666,226.5180926,6.334
11,140,1422794.26,73.37,3.617,226.7210356,6.034
11,141,1311965.09,69.94,3.601,226.9239785,6.034
11,142,1232073.18,73.77,3.594,226.9688442,6.034
11,143,1200729.45,74.26,3.506,226.9873637,6.034
12,1,1100046.37,49.47,2.962,126.4420645,13.975
12,2,1117863.33,47.87,2.946,126.4962581,13.975
12,3,1095421.65,54.83,2.915,126.5262857,13.975
12,4,1048617.17,50.23,2.825,126.5522857,13.975
12,5,1077018.27,53.77,2.987,126.5782857,13.975
12,6,985594.23,50.11,2.925,126.6042857,13.975
12,7,972088.34,59.57,3.054,126.6066452,13.975
12,8,981615.81,60.06,3.083,126.6050645,13.975
12,9,1011822.3,59.84,3.086,126.6034839,14.099
12,10,1041238.87,59.25,3.09,126.6019032,14.099
12,11,957997.52,64.95,3.109,126.5621,14.099
12,12,993833.44,64.55,3.05,126.4713333,14.099
12,13,954220.22,67.38,3.105,126.3805667,14.099
12,14,1043240.27,70.15,3.127,126.2898,14.099
12,15,966054.97,68.44,3.145,126.2085484,14.099
12,16,958374.56,76.2,3.12,126.1843871,14.099
12,17,955451.16,67.84,3.058,126.1602258,14.099
12,18,1049357.36,81.39,2.941,126.1360645,14.099
12,19,1016039.71,90.84,2.949,126.1119032,14.099
12,20,956211.2,81.06,3.043,126.114,14.099
12,21,958007.69,87.27,3.084,126.1266,14.099
12,22,951957.31,91.98,3.105,126.1392,14.18
12,23,943506.28,90.37,3.1,126.1518,14.18
12,24,916402.76,97.18,3.094,126.1498065,14.18
12,25,912403.67,99.22,3.112,126.1283548,14.18
12,26,913548.25,96.31,3.017,126.1069032,14.18
12,27,967576.95,92.95,3.123,126.0854516,14.18
12,28,928264.4,87.01,3.159,126.064,14.18
12,29,948447.34,92.81,3.041,126.0766452,14.18
12,30,1004516.46,93.19,3.129,126.0892903,14.18
12,31,1075758.55,83.12,3.087,126.1019355,14.18
12,32,903119.03,83.63,3.044,126.1145806,14.18
12,33,852882.61,82.45,3.028,126.1454667,14.18
12,34,851919.34,81.77,2.939,126.1900333,14.18
12,35,850936.26,85.2,3.001,126.2346,14.313
12,36,918335.68,71.82,3.013,126.2791667,14.313
12,37,862419.84,75.0,2.976,126.3266774,14.313
12,38,857883.46,68.85,3.014,126.3815484,14.313
12,39,955294.7,61.09,3.016,126.4364194,14.313
12,40,929690.71,65.49,3.129,126.4912903,14.313
12,41,942475.24,57.79,3.13,126.5461613,14.313
12,42,894493.7,58.18,3.161,126.6072,14.313
12,43,1601377.41,47.66,3.162,126.6692667,14.313
12,44,1069533.17,43.33,3.041,126.7313333,14.313
12,45,1121934.15,50.01,3.203,126.7934,14.313
12,46,1295605.35,52.77,3.236,126.8794839,14.313
12,47,1768249.89,52.02,3.236,126.9835806,14.313
12,48,891736.91,45.64,3.148,127.0876774,14.313
12,49,910110.24,37.64,3.287,127.1917742,14.021
12,50,812011.8,43.15,3.312,127.3009355,14.021
12,51,802105.5,53.53,3.223,127.4404839,14.021
12,52,873119.06,50.74,3.342,127.5800323,14.021
12,53,1046068.17,45.14,3.348,127.7195806,14.021
12,54,1086421.57,51.3,3.381,127.859129,14.021
12,55,1128485.1,53.35,3.43,127.99525,14.021
12,56,1046203.72,48.45,3.53,128.13,14.021
12,57,1085248.21,51.72,3.674,128.26475,14.021
12,58,997672.62,57.75,3.818,128.3995,14.021
12,59,1009502.01,64.21,3.692,128.5121935,14.021
12,60,954107.32,54.4,3.909,128.6160645,14.021
12,61,1005463.49,63.63,3.772,128.7199355,13.736
12,62,998362.05,64.47,4.003,128.8238065,13.736
12,63,990951.77,57.63,3.868,128.9107333,13.736
12,64,1016019.47,72.12,4.134,128.9553,13.736
12,65,994966.1,68.27,4.151,128.9998667,13.736
12,66,1021154.48,68.4,4.193,129.0444333,13.736
12,67,977033.5,70.93,4.202,129.089,13.736
12,68,924134.99,66.59,4.169,129.0756774,13.736
12,69,964332.51,76.67,4.087,129.0623548,13.736
12,70,970328.68,71.81,4.031,129.0490323,13.736
12,71,996937.95,78.72,3.981,129.0357097,13.736
12,72,986504.93,86.84,3.935,129.0432,13.736
12,73,997282.75,88.95,3.898,129.0663,13.736
12,74,961993.34,89.85,3.842,129.0894,13.503
12,75,943717.38,89.9,3.705,129.1125,13.503
12,76,936001.98,88.1,3.692,129.1338387,13.503
12,77,922231.92,91.17,3.794,129.1507742,13.503
12,78,890547.07,93.29,3.805,129.1677097,13.503
12,79,988712.52,90.61,3.803,129.1846452,13.503
12,80,955913.68,91.04,3.701,129.2015806,13.503
12,81,966817.24,91.74,3.743,129.2405806,13.503
12,82,1017593.47,94.61,3.74,129.2832581,13.503
12,83,1052051.45,93.66,3.798,129.3259355,13.503
12,84,922850.57,88.0,3.913,129.3686129,13.503
12,85,889290.23,76.36,3.918,129.4306,13.503
12,86,871692.74,82.95,3.789,129.5183333,13.503
12,87,866401.45,83.26,3.877,129.6060667,13.503
12,88,951244.66,70.44,3.827,129.6938,12.89
12,89,927600.01,67.31,3.805,129.7706452,12.89
12,90,938604.58,73.05,3.842,129.7821613,12.89
12,91,990926.38,67.41,3.727,129.7936774,12.89
12,92,1051944.79,59.77,3.828,129.8051935,12.89
12,93,1095091.53,48.76,3.824,129.8167097,12.89
12,94,970641.34,54.2,3.813,129.8268333,12.89
12,95,1591920.42,53.25,3.622,129.8364,12.89
12,96,1071383.1,52.5,3.701,129.8459667,12.89
12,97,1189646.45,42.17,3.644,129.8555333,12.89
12,98,1293404.18,43.29,3.6,129.8980645,12.89
12,99,1617612.03,45.4,3.541,129.9845484,12.89
12,100,1111638.07,44.64,3.428,130.0710323,12.89
12,101,945823.65,50.43,3.599,130.1575161,12.187
12,102,865467.86,48.07,3.657,130.244,12.187
12,103,855922.64,46.2,3.66,130.2792258,12.187
12,104,888203.69,50.43,3.675,130.3144516,12.187
12,105,1058767.95,50.58,3.702,130.3496774,12.187
12,106,1199330.85,52.27,3.722,130.3849032,12.187
12,107,1240048.85,51.8,3.781,130.4546207,12.187
12,108,1112034.72,53.13,3.95,130.5502069,12.187
12,109,1147636.96,52.27,4.178,130.6457931,12.187
12,110,1113208.57,54.54,4.25,130.7413793,12.187
12,111,1088498.52,64.44,4.273,130.8261935,12.187
12,112,1045419.87,56.26,4.038,130.8966452,12.187
12,113,1025382.22,64.36,4.294,130.9670968,12.187
12,114,1128765.71,64.05,4.121,131.0375484,11.627
12,115,1083811.19,64.28,4.254,131.108,11.627
12,116,1006486.96,66.73,4.222,131.1173333,11.627
12,117,1004252.38,77.99,4.193,131.1266667,11.627
12,118,1073433.69,76.03,4.171,131.136,11.627
12,119,1041995.22,77.27,4.186,131.1453333,11.627
12,120,1020486.05,84.51,4.11,131.0983226,11.627
12,121,991514.21,83.84,4.293,131.0287742,11.627
12,122,981345.2,78.11,4.277,130.9592258,11.627
12,123,1086231.47,84.83,4.103,130.8896774,11.627
12,124,1019555.51,85.94,4.144,130.8295333,11.627
12,125,981386.25,91.61,4.014,130.7929,11.627
12,126,943124.74,90.47,3.875,130.7562667,11.627
12,127,1014898.78,89.13,3.765,130.7196333,10.926
12,128,960312.75,95.61,3.723,130.683,10.926
12,129,941550.34,85.53,3.726,130.7012903,10.926
12,130,916967.92,93.47,3.769,130.7195806,10.926
12,131,958667.23,88.16,3.76,130.737871,10.926
12,132,984689.9,95.91,3.811,130.7561613,10.926
12,133,1005003.12,94.87,4.002,130.7909677,10.926
12,134,1048101.39,85.32,4.055,130.8381613,10.926
12,135,1061943.49,89.78,4.093,130.8853548,10.926
12,136,955146.04,88.52,4.124,130.9325484,10.926
12,137,885892.37,83.64,4.133,130.9776667,10.926
12,138,922735.37,82.97,4.125,131.0103333,10.926
12,139,880415.67,81.22,3.966,131.043,10.926
12,140,979825.92,81.61,3.966,131.0756667,10.199
12,141,934917.47,71.74,4.468,131.1083333,10.199
12,142,960945.43,68.66,4.449,131.1499677,10.199
12,143,974697.6,65.95,4.301,131.1930968,10.199
13,1,1967220.53,31.53,2.666,126.4420645,8.316
13,2,2030933.46,33.16,2.671,126.4962581,8.316
13,3,1970274.64,35.7,2.654,126.5262857,8.316
13,4,1817850.32,29.98,2.667,126.5522857,8.316
13,5,1939980.43,40.65,2.681,126.5782857,8.316
13,6,1840686.94,37.62,2.733,126.6042857,8.316
13,7,1879794.89,42.49,2.782,126.6066452,8.316
13,8,1882095.98,41.48,2.819,126.6050645,8.316
13,9,2142482.14,42.15,2.842,126.6034839,8.107
13,10,1898321.33,38.97,2.877,126.6019032,8.107
13,11,1819660.44,50.39,2.915,126.5621,8.107
13,12,1909330.77,55.66,2.936,126.4713333,8.107
13,13,1785823.37,48.33,2.941,126.3805667,8.107
13,14,2005478.46,44.42,2.948,126.2898,8.107
13,15,1890273.44,50.15,2.962,126.2085484,8.107
13,16,1853657.6,57.71,2.95,126.1843871,8.107
13,17,1877358.86,53.11,2.908,126.1602258,8.107
13,18,2022705.22,59.85,2.871,126.1360645,8.107
13,19,2037880.96,65.24,2.841,126.1119032,8.107
13,20,2003435.31,58.41,2.819,126.114,8.107
13,21,1970340.25,71.83,2.82,126.1266,8.107
13,22,2018314.71,78.82,2.814,126.1392,7.951
13,23,1870843.9,71.33,2.802,126.1518,7.951
13,24,1932231.05,77.79,2.791,126.1498065,7.951
13,25,1907351.2,82.27,2.797,126.1283548,7.951
13,26,1817887.23,78.94,2.797,126.1069032,7.951
13,27,1969121.45,81.24,2.802,126.0854516,7.951
13,28,1877592.55,74.93,2.837,126.064,7.951
13,29,1997397.63,76.34,2.85,126.0766452,7.951
13,30,1908278.27,75.31,2.854,126.0892903,7.951
13,31,1911852.58,65.71,2.868,126.1019355,7.951
13,32,1772143.94,65.74,2.87,126.1145806,7.951
13,33,1790279.74,66.84,2.875,126.1454667,7.951
13,34,1705655.09,68.22,2.872,126.1900333,7.951
13,35,1765584.48,68.74,2.853,126.2346,7.795
13,36,1871924.07,63.03,2.841,126.2791667,7.795
13,37,1851431.06,54.12,2.845,126.3266774,7.795
13,38,1796949.59,56.89,2.849,126.3815484,7.795
13,39,1887895.07,45.12,2.841,126.4364194,7.795
13,40,1854967.66,49.96,2.831,126.4912903,7.795
13,41,1939964.63,42.55,2.831,126.5461613,7.795
13,42,1925393.91,42.0,2.842,126.6072,7.795
13,43,2766400.05,28.22,2.83,126.6692667,7.795
13,44,2083379.89,25.8,2.812,126.7313333,7.795
13,45,2461468.35,36.78,2.817,126.7934,7.795
13,46,2771646.81,35.21,2.842,126.8794839,7.795
13,47,3595903.2,34.9,2.846,126.9835806,7.795
13,48,1675292.0,26.79,2.868,127.0876774,7.795
13,49,1744544.39,16.94,2.891,127.1917742,7.47
13,50,1682316.31,20.6,2.903,127.3009355,7.47
13,51,1770177.37,34.8,2.934,127.4404839,7.47
13,52,1633663.12,31.64,2.96,127.5800323,7.47
13,53,1848186.58,23.35,2.974,127.7195806,7.47
13,54,1944438.9,30.83,3.034,127.859129,7.47
13,55,2003480.59,40.85,3.062,127.99525,7.47
13,56,1831933.95,33.17,3.12,128.13,7.47
13,57,1894960.68,34.23,3.23,128.26475,7.47
13,58,1852432.58,41.28,3.346,128.3995,7.47
13,59,1852443.78,44.69,3.407,128.5121935,7.47
13,60,1807545.43,42.38,3.435,128.6160645,7.47
13,61,1864238.64,42.49,3.487,128.7199355,7.193
13,62,1887465.04,42.75,3.547,128.8238065,7.193
13,63,1950994.04,41.72,3.616,128.9107333,7.193
13,64,2124316.34,47.55,3.655,128.9553,7.193
13,65,1895583.12,43.85,3.683,128.9998667,7.193
13,66,1986380.4,47.75,3.744,129.0444333,7.193
13,67,1958823.56,52.4,3.77,129.089,7.193
13,68,1860923.55,52.12,3.802,129.0756774,7.193
13,69,1866369.93,54.62,3.778,129.0623548,7.193
13,70,1935593.87,52.76,3.752,129.0490323,7.193
13,71,1997816.98,61.39,3.732,129.0357097,7.193
13,72,2086433.49,63.35,3.704,129.0432,7.193
13,73,2009163.08,66.38,3.668,129.0663,7.193
13,74,2048035.74,74.29,3.613,129.0894,6.877
13,75,2021699.38,77.3,3.563,129.1125,6.877
13,76,1956813.31,75.59,3.553,129.1338387,6.877
13,77,1987089.36,78.5,3.563,129.1507742,6.877
13,78,1880785.69,77.62,3.574,129.1677097,6.877
13,79,2076231.8,75.56,3.595,129.1846452,6.877
13,80,1970341.38,75.95,3.606,129.2015806,6.877
13,81,2090340.98,76.68,3.578,129.2405806,6.877
13,82,2035244.54,81.53,3.57,129.2832581,6.877
13,83,1953628.82,77.0,3.58,129.3259355,6.877
13,84,1872921.31,70.19,3.619,129.3686129,6.877
13,85,1923223.82,67.54,3.641,129.4306,6.877
13,86,1847430.96,63.6,3.648,129.5183333,6.877
13,87,1835662.69,68.28,3.623,129.6060667,6.877
13,88,2067232.56,60.62,3.592,129.6938,6.392
13,89,1929659.07,51.74,3.567,129.7706452,6.392
13,90,1973544.27,54.66,3.579,129.7821613,6.392
13,91,1948733.81,47.41,3.567,129.7936774,6.392
13,92,2036317.54,43.51,3.538,129.8051935,6.392
13,93,2111592.09,33.8,3.513,129.8167097,6.392
13,94,2016323.51,40.65,3.489,129.8268333,6.392
13,95,2864170.61,38.89,3.445,129.8364,6.392
13,96,2051315.66,33.94,3.389,129.8459667,6.392
13,97,2462779.06,24.82,3.341,129.8555333,6.392
13,98,2760346.71,27.85,3.282,129.8980645,6.392
13,99,3556766.03,24.76,3.186,129.9845484,6.392
13,100,1969056.91,31.53,3.119,130.0710323,6.392
13,101,1865752.78,33.8,3.08,130.1575161,6.104
13,102,1794962.64,25.61,3.056,130.244,6.104
13,103,1811606.21,32.71,3.047,130.2792258,6.104
13,104,1733983.09,34.32,3.058,130.3144516,6.104
13,105,1927780.74,31.39,3.077,130.3496774,6.104
13,106,2069284.57,33.73,3.116,130.3849032,6.104
13,107,2214477.06,36.57,3.119,130.4546207,6.104
13,108,1929768.03,35.38,3.145,130.5502069,6.104
13,109,1969742.76,32.36,3.242,130.6457931,6.104
13,110,1986445.65,38.24,3.38,130.7413793,6.104
13,111,2025582.62,52.5,3.529,130.8261935,6.104
13,112,1904421.74,47.83,3.671,130.8966452,6.104
13,113,1948982.7,53.2,3.734,130.9670968,6.104
13,114,2271614.76,48.85,3.793,131.0375484,5.965
13,115,2057637.86,51.7,3.833,131.108,5.965
13,116,1955689.12,50.24,3.845,131.1173333,5.965
13,117,1970121.65,64.8,3.842,131.1266667,5.965
13,118,1995994.51,54.41,3.831,131.136,5.965
13,119,2080764.17,56.47,3.809,131.1453333,5.965
13,120,2131900.55,65.17,3.808,131.0983226,5.965
13,121,2043349.41,62.39,3.801,131.0287742,5.965
13,122,2035431.39,61.11,3.788,130.9592258,5.965
13,123,2182437.9,68.4,3.776,130.8896774,5.965
13,124,2152229.11,65.97,3.756,130.8295333,5.965
13,125,2094373.0,72.89,3.737,130.7929,5.965
13,126,2037663.71,82.0,3.681,130.7562667,5.965
13,127,2184980.35,79.23,3.63,130.7196333,5.765
13,128,2002750.99,83.68,3.595,130.683,5.765
13,129,2053089.32,75.69,3.556,130.7012903,5.765
13,130,1914430.53,80.42,3.537,130.7195806,5.765
13,131,2044148.23,81.99,3.512,130.737871,5.765
13,132,2041019.92,81.69,3.509,130.7561613,5.765
13,133,2095769.18,79.4,3.545,130.7909677,5.765
13,134,2059458.25,77.37,3.582,130.8381613,5.765
13,135,2073855.42,79.18,3.624,130.8853548,5.765
13,136,2165796.31,70.65,3.689,130.9325484,5.765
13,137,1919917.03,68.55,3.749,130.9776667,5.765
13,138,1938379.66,67.96,3.821,131.0103333,5.765
13,139,1927664.11,64.8,3.821,131.043,5.765
13,140,2041918.74,61.79,3.815,131.0756667,5.621
13,141,1999079.44,55.1,3.797,131.1083333,5.621
13,142,2018010.15,52.06,3.781,131.1499677,5.621
13,143,2035189.66,46.97,3.755,131.1930968,5.621
14,1,2623469.95,27.31,2.784,181.8711898,8.992
14,2,1704218.84,27.73,2.773,181.982317,8.992
14,3,2204556.7,31.27,2.745,182.0347816,8.992
14,4,2095591.63,34.89,2.754,182.0774691,8.992
14,5,2237544.75,37.13,2.777,182.1201566,8.992
14,6,2156035.06,45.8,2.818,182.1628441,8.992
14,7,2066219.3,48.79,2.844,182.0779857,8.992
14,8,2050396.27,54.36,2.854,181.9718697,8.992
14,9,2495630.51,47.74,2.85,181.8657537,8.899
14,10,2258781.28,65.45,2.869,181.7596377,8.899
14,11,2121788.61,54.28,2.899,181.6924769,8.899
14,12,2138144.91,53.47,2.902,181.6772564,8.899
14,13,2082355.12,53.15,2.921,181.6620359,8.899
14,14,2370116.52,70.75,2.966,181.6468154,8.899
14,15,2129771.13,54.26,2.982,181.6612792,8.899
14,16,2108187.1,62.62,2.958,181.8538486,8.899
14,17,2227152.16,69.27,2.899,182.0464181,8.899
14,18,2363601.47,75.93,2.847,182.2389876,8.899
14,19,2249570.04,69.71,2.809,182.4315571,8.899
14,20,2248645.59,72.62,2.78,182.4424199,8.899
14,21,2246179.91,79.32,2.808,182.3806,8.899
14,22,2334788.42,76.61,2.815,182.3187801,8.743
14,23,2236209.13,82.45,2.793,182.2569603,8.743
14,24,2130287.27,77.84,2.783,182.2604411,8.743
14,25,2044155.39,81.46,2.771,182.3509895,8.743
14,26,2054843.28,79.78,2.781,182.4415378,8.743
14,27,2219813.5,77.17,2.784,182.5320862,8.743
14,28,2052984.81,78.44,2.805,182.6226346,8.743
14,29,2057138.31,76.01,2.779,182.6165205,8.743
14,30,2020332.07,71.36,2.755,182.6104063,8.743
14,31,2182563.66,78.37,2.715,182.6042922,8.743
14,32,2191767.76,70.87,2.699,182.598178,8.743
14,33,1953539.85,66.55,2.706,182.622509,8.743
14,34,1879891.13,68.59,2.713,182.6696737,8.743
14,35,1855703.66,70.58,2.707,182.7168385,8.724
14,36,2091663.2,56.49,2.764,182.7640032,8.724
14,37,1932162.63,58.61,2.868,182.8106203,8.724
14,38,1936621.09,53.15,2.917,182.8558685,8.724
14,39,1984768.34,61.3,2.921,182.9011166,8.724
14,40,2078417.47,45.65,2.917,182.9463648,8.724
14,41,2092189.06,46.14,2.931,182.9916129,8.724
14,42,1968462.58,50.02,3.0,182.8989385,8.724
14,43,2921709.71,46.15,3.039,182.7832769,8.724
14,44,2258489.63,40.93,3.046,182.6676154,8.724
14,45,2600519.26,30.54,3.109,182.5519538,8.724
14,46,2762861.41,30.51,3.14,182.517732,8.724
14,47,3818686.45,30.59,3.141,182.54459,8.724
14,48,1623716.46,29.67,3.179,182.5714479,8.724
14,49,1864746.1,34.32,3.193,182.5983058,8.549
14,50,1699095.9,24.78,3.205,182.6585782,8.549
14,51,1743188.87,30.55,3.229,182.9193368,8.549
14,52,1613718.38,24.05,3.237,183.1800955,8.549
14,53,1995891.87,28.73,3.231,183.4408542,8.549
14,54,1980405.03,30.3,3.239,183.7016129,8.549
14,55,2019031.67,40.7,3.245,183.9371353,8.549
14,56,1875708.88,35.78,3.274,184.1625632,8.549
14,57,2041215.61,38.65,3.433,184.3879911,8.549
14,58,1931104.67,45.01,3.582,184.613419,8.549
14,59,1932491.42,46.66,3.631,184.809719,8.549
14,60,1879451.23,41.76,3.625,184.9943679,8.549
14,61,1869110.55,37.27,3.638,185.1790167,8.521
14,62,2037798.88,48.71,3.72,185.3636656,8.521
14,63,1974960.86,53.69,3.821,185.5339821,8.521
14,64,2256461.39,53.04,3.892,185.6684673,8.521
14,65,1930617.64,66.18,3.962,185.8029526,8.521
14,66,2095599.93,58.21,4.046,185.9374378,8.521
14,67,2004330.3,60.38,4.066,186.0719231,8.521
14,68,1959967.8,62.28,4.062,185.9661154,8.521
14,69,2080694.24,69.7,3.985,185.8603077,8.521
14,70,2079899.47,76.38,3.922,185.7545,8.521
14,71,2132446.0,73.88,3.881,185.6486923,8.521
14,72,2082083.34,69.32,3.842,185.6719333,8.521
14,73,2069523.52,74.85,3.804,185.7919609,8.521
14,74,2074668.19,74.04,3.748,185.9119885,8.625
14,75,2063401.06,77.49,3.711,186.032016,8.625
14,76,1953544.76,78.47,3.76,186.1399808,8.625
14,77,1882070.88,82.33,3.811,186.2177885,8.625
14,78,1871021.01,81.31,3.829,186.2955962,8.625
14,79,2066020.69,78.22,3.842,186.3734038,8.625
14,80,1928773.82,77.0,3.812,186.4512115,8.625
14,81,1896873.99,72.98,3.747,186.5093071,8.625
14,82,2273470.62,72.55,3.704,186.5641172,8.625
14,83,1750891.47,70.63,3.703,186.6189274,8.625
14,84,2202742.9,71.48,3.738,186.6737376,8.625
14,85,1864637.89,69.17,3.742,186.8024,8.625
14,86,1871555.64,63.75,3.711,187.0295321,8.625
14,87,1809989.29,70.66,3.645,187.2566641,8.625
14,88,2078796.76,55.82,3.583,187.4837962,8.523
14,89,1890870.75,63.82,3.541,187.6917481,8.523
14,90,2009004.59,59.6,3.57,187.7846197,8.523
14,91,2056846.12,51.78,3.569,187.8774913,8.523
14,92,2174056.71,43.92,3.551,187.9703629,8.523
14,93,2081534.65,47.65,3.53,188.0632345,8.523
14,94,1969360.72,51.34,3.53,188.1983654,8.523
14,95,2685351.81,48.71,3.492,188.3504,8.523
14,96,2143080.57,50.19,3.452,188.5024346,8.523
14,97,2470581.29,46.57,3.415,188.6544692,8.523
14,98,2594363.09,39.93,3.413,188.7979349,8.523
14,99,3369068.99,42.27,3.389,188.9299752,8.523
14,100,1914148.89,37.79,3.389,189.0620155,8.523
14,101,1859144.96,35.88,3.422,189.1940558,8.424
14,102,1696248.27,41.18,3.513,189.3260962,8.424
14,103,1789113.32,31.85,3.533,189.4214733,8.424
14,104,1595362.27,37.93,3.567,189.5168505,8.424
14,105,1877410.36,42.96,3.617,189.6122277,8.424
14,106,2077256.24,37.0,3.64,189.7076048,8.424
14,107,2020550.99,36.85,3.695,189.8424834,8.424
14,108,1875040.16,42.86,3.739,190.0069881,8.424
14,109,1926004.99,41.55,3.816,190.1714927,8.424
14,110,2020839.31,45.52,3.848,190.3359973,8.424
14,111,1941040.5,50.56,3.862,190.4618964,8.424
14,112,1893447.71,59.45,3.9,190.5363213,8.424
14,113,1905033.01,50.04,3.953,190.6107463,8.424
14,114,2376022.26,49.73,3.996,190.6851712,8.567
14,115,1912909.69,51.83,4.044,190.7595962,8.567
14,116,1875686.44,63.13,4.027,190.8138013,8.567
14,117,1784029.95,53.2,4.004,190.8680064,8.567
14,118,1949354.29,55.21,3.951,190.9222115,8.567
14,119,1987531.05,61.24,3.889,190.9764167,8.567
14,120,1932233.17,66.3,3.848,190.9964479,8.567
14,121,2030869.61,67.21,3.798,191.0028096,8.567
14,122,2049485.49,74.48,3.742,191.0091712,8.567
14,123,2099615.88,64.3,3.689,191.0155329,8.567
14,124,1905733.68,71.93,3.62,191.0299731,8.567
14,125,1660228.88,74.22,3.564,191.0646096,8.567
14,126,1591835.02,75.22,3.506,191.0992462,8.567
14,127,1862128.95,82.99,3.475,191.1338827,8.684
14,128,1544422.35,79.97,3.523,191.1685192,8.684
14,129,1553250.16,78.89,3.567,191.1670428,8.684
14,130,1479514.66,77.2,3.647,191.1655664,8.684
14,131,1656886.46,76.58,3.654,191.16409,8.684
14,132,1648570.03,78.65,3.722,191.1626135,8.684
14,133,1660433.3,75.71,3.807,191.2284919,8.684
14,134,1621841.33,72.62,3.834,191.3448865,8.684
14,135,1613342.19,75.09,3.867,191.461281,8.684
14,136,1904512.34,75.7,3.911,191.5776756,8.684
14,137,1554794.22,67.87,3.948,191.69985,8.684
14,138,1565352.46,65.32,4.038,191.8567038,8.684
14,139,1522512.2,64.88,3.997,192.0135577,8.684
14,140,1687592.16,64.89,3.985,192.1704115,8.667
14,141,1639585.61,54.47,4.0,192.3272654,8.667
14,142,1590274.72,56.47,3.969,192.3308542,8.667
14,143,1704357.62,58.85,3.882,192.3088989,8.667
15,1,652122.44,19.83,2.954,131.5279032,8.35
15,2,682447.1,22.0,2.94,131.5866129,8.35
15,3,660838.75,27.54,2.909,131.637,8.35
15,4,564883.2,29.87,2.91,131.686,8.35
15,5,605325.43,31.79,2.919,131.735,8.35
15,6,604173.59,41.39,2.938,131.784,8.35
15,7,593710.67,44.69,2.96,131.8242903,8.35
15,8,592111.49,39.53,2.963,131.863129,8.35
15,9,718470.71,45.27,2.957,131.9019677,8.185
15,10,634605.77,57.77,2.992,131.9408065,8.185
15,11,641208.65,49.63,3.01,131.9809,8.185
15,12,643097.6,46.54,3.021,132.0226667,8.185
15,13,570791.11,49.09,3.042,132.0644333,8.185
15,14,661348.88,63.16,3.095,132.1062,8.185
15,15,594385.2,47.13,3.112,132.152129,8.185
15,16,616598.1,59.09,3.096,132.2230323,8.185
15,17,744772.88,70.61,3.046,132.2939355,8.185
15,18,693192.5,69.99,3.006,132.3648387,8.185
15,19,619337.29,61.04,2.972,132.4357419,8.185
15,20,652329.53,65.83,2.942,132.4733333,8.185
15,21,672194.03,72.79,2.958,132.4976,8.185
15,22,709337.11,66.13,2.958,132.5218667,8.099
15,23,691497.62,77.33,2.94,132.5461333,8.099
15,24,633203.69,72.83,2.933,132.5667742,8.099
15,25,598553.43,73.2,2.924,132.5825806,8.099
15,26,619224.06,72.04,2.932,132.5983871,8.099
15,27,639651.24,72.7,2.942,132.6141935,8.099
15,28,622437.08,72.17,2.923,132.63,8.099
15,29,637090.44,71.1,2.913,132.6616129,8.099
15,30,649791.15,65.07,2.885,132.6932258,8.099
15,31,638647.21,73.17,2.86,132.7248387,8.099
15,32,641965.2,62.36,2.837,132.7564516,8.099
15,33,583210.87,57.94,2.846,132.7670667,8.099
15,34,548542.47,62.53,2.837,132.7619333,8.099
15,35,566945.95,59.69,2.84,132.7568,8.067
15,36,591603.79,52.19,2.903,132.7516667,8.067
15,37,577011.26,49.96,2.999,132.7633548,8.067
15,38,600395.73,47.1,3.049,132.8170968,8.067
15,39,598301.5,55.09,3.055,132.8708387,8.067
15,40,612987.64,40.29,3.049,132.9245806,8.067
15,41,619639.74,39.63,3.065,132.9783226,8.067
15,42,608200.81,44.1,3.138,132.9172,8.067
15,43,1120018.92,40.71,3.186,132.8369333,8.067
15,44,754134.95,36.0,3.2,132.7566667,8.067
15,45,847294.04,23.97,3.255,132.6764,8.067
15,46,983825.15,25.3,3.301,132.6804516,8.067
15,47,1368318.17,25.07,3.309,132.7477419,8.067
15,48,543754.17,26.54,3.336,132.8150323,8.067
15,49,509640.77,30.53,3.351,132.8823226,7.771
15,50,479424.2,19.53,3.367,132.9510645,7.771
15,51,487311.03,21.84,3.391,133.0285161,7.771
15,52,481119.6,19.61,3.402,133.1059677,7.771
15,53,556550.85,20.69,3.4,133.1834194,7.771
