price_item1;price_item2;price_item3;price_item4;price_item5;price_item6;price_item7;price_item8;price_item9;price_item10
2.83;2.84;2.84;2.75;2.59;2.59;2.38;1.58;1.04;1.75
2.85;2.85;2.84;2.75;2.58;2.6;2.4;1.58;1.05;1.77
2.81;2.84;2.81;2.75;2.58;2.59;2.37;1.58;1.04;1.75
2.85;2.84;2.84;2.76;2.59;2.6;2.39;1.58;1.05;1.75
2.86;2.85;2.85;2.76;2.58;2.61;2.39;1.57;1.04;1.76
2.84;2.84;2.85;2.74;2.58;2.58;2.36;1.58;1.04;1.75
2.8;2.82;2.85;2.74;2.57;2.58;2.35;1.57;1.05;1.76
2.79;2.83;2.85;2.75;2.58;2.58;2.36;1.58;1.05;1.76
2.82;2.84;2.85;2.74;2.59;2.57;2.38;1.58;0.91;1.7
2.94;2.94;2.95;2.75;2.59;2.79;2.36;1.58;0.91;1.75
2.94;2.94;2.94;2.75;2.59;2.78;2.38;1.58;0.91;1.74
2.92;2.91;2.95;2.75;2.58;2.8;2.36;1.55;0.88;1.71
2.94;2.91;2.93;2.74;2.57;2.76;2.36;1.57;0.9;1.73
2.88;2.94;2.91;2.73;2.57;2.78;2.36;1.57;0.91;1.74
2.92;2.91;2.91;2.75;2.56;2.74;2.37;1.59;0.91;1.75
2.92;2.94;2.93;2.73;2.58;2.79;2.36;1.56;0.9;1.74
2.93;2.93;2.92;2.74;2.58;2.79;2.37;1.58;0.9;1.74
2.9;2.92;2.93;2.75;2.58;2.76;2.36;1.56;0.9;1.74
2.96;2.94;2.94;2.74;2.56;2.8;2.36;1.56;0.89;1.75
2.91;2.93;2.94;2.75;2.91;2.77;2.37;1.57;0.92;1.74
2.91;2.92;2.9;2.54;2.92;2.79;2.38;1.58;0.89;1.75
2.94;2.95;2.92;2.48;2.9;2.77;2.36;1.57;0.91;1.74
2.95;2.94;2.91;2.47;2.92;2.78;2.36;1.58;1.04;1.75
2.93;2.94;2.92;2.46;2.89;2.77;2.35;1.57;1.04;1.67
2.93;2.93;2.95;2.46;2.9;2.77;2.35;1.57;1.04;1.7
2.91;2.95;2.94;2.4;2.9;2.8;2.35;1.57;1.04;1.7
2.93;2.92;2.93;2.41;2.9;2.78;2.36;1.57;1.04;1.69
2.95;2.94;2.94;2.46;2.89;2.77;2.36;1.57;1.04;1.72
2.91;2.94;2.92;2.45;2.92;2.78;2.35;1.58;1.04;1.71
2.93;2.95;2.91;2.43;2.89;2.76;2.38;1.58;1.04;1.69
2.93;2.92;2.94;2.44;2.9;2.78;2.37;1.56;1.03;1.71
2.93;2.93;2.91;2.42;2.88;2.77;2.36;1.57;1.04;1.69
2.93;2.92;2.9;2.4;2.92;2.78;2.32;1.55;1.03;1.68
2.89;2.91;2.92;2.45;2.89;2.77;2.37;1.57;1.04;1.71
2.9;2.92;2.93;2.45;2.9;2.79;2.37;1.57;1.04;1.71
2.94;2.95;2.93;2.43;2.93;2.77;2.41;1.57;1.05;1.7
2.93;2.95;2.94;2.43;2.91;2.8;2.41;1.58;1.05;1.71
2.93;2.93;2.93;2.45;2.91;2.78;2.39;1.58;1.04;1.71
2.93;2.93;2.94;2.44;2.92;2.79;2.4;1.57;1.04;1.7
2.94;2.96;2.94;2.41;2.92;2.79;2.37;1.56;1.03;1.69
2.93;2.92;2.95;2.45;2.91;2.8;2.41;1.59;1.05;1.71
2.92;2.93;2.91;2.46;2.89;2.8;2.43;1.59;1.05;1.71
2.91;2.94;2.95;2.45;2.92;2.78;2.43;1.58;1.05;1.7
2.93;2.95;2.94;2.46;2.89;2.78;2.41;1.58;1.04;1.71
2.92;2.94;2.94;2.44;2.92;2.79;2.4;1.59;1.03;1.7
2.92;2.94;2.93;2.45;2.91;2.8;2.41;1.57;1.03;1.68
2.94;2.93;2.93;2.39;2.93;2.79;2.37;1.55;1.03;1.7
2.93;2.94;2.93;2.74;2.92;2.79;2.43;1.58;1.04;1.71
2.93;2.95;2.94;2.75;2.92;2.8;2.42;1.58;1.04;1.71
2.95;2.92;2.93;2.74;2.93;2.79;2.42;1.58;1.04;1.7
1.81;1.82;1.8;1.69;1.8;1.72;2.42;0.98;0.64;1.71
1.81;1.8;1.8;1.67;1.73;1.72;2.42;0.97;0.64;1.66
1.79;1.8;1.79;1.68;1.71;1.72;2.4;0.96;0.64;1.66
1.8;1.82;1.8;1.69;1.73;1.73;2.37;0.98;0.64;1.67
1.82;1.81;1.85;1.69;1.75;1.75;2.43;0.98;0.65;1.66
1.81;1.83;1.81;1.69;1.73;1.73;2.42;0.98;0.65;1.67
1.81;1.82;1.82;1.69;1.73;1.71;2.41;0.98;0.64;1.67
1.8;1.82;1.81;1.7;1.71;1.72;2.42;0.98;0.65;1.66
1.81;1.83;1.81;1.69;1.73;1.72;2.41;0.99;0.64;1.66
1.8;1.82;1.8;1.69;1.72;1.71;2.4;0.96;0.63;1.67
1.81;1.82;1.82;1.68;1.74;1.75;2.38;0.98;0.62;1.67
1.83;1.82;1.82;1.71;1.74;1.74;2.41;1;0.65;1.66
1.81;1.81;1.83;1.7;1.74;1.73;2.41;0.99;0.65;1.67
1.82;1.83;1.82;1.71;1.72;1.73;1.47;0.99;0.65;1.66
2.95;2.95;2.95;2.76;2.82;2.82;1.46;1.59;1.04;1.66
2.93;2.95;2.95;2.76;2.82;2.82;1.46;1.58;1.04;1.66
2.95;2.95;2.95;2.75;2.82;2.82;1.45;1.59;1.05;1.66
2.95;2.95;2.95;2.75;2.81;2.8;1.43;1.56;1.04;1.66
2.95;2.95;2.95;2.76;2.81;2.82;1.47;1.6;1.05;1.66
2.95;2.95;2.95;2.76;2.81;2.81;1.47;1.59;1.05;1.66
2.95;2.95;2.95;2.76;2.81;2.81;1.46;1.59;1.05;1.67
2.95;2.95;2.94;2.75;2.81;2.81;1.46;1.59;1.05;1.67
2.95;2.95;2.95;2.76;2.81;2.81;1.46;1.58;1.05;1.66
2.95;2.95;2.95;2.75;2.81;2.81;1.45;1.58;1.04;1.66
2.95;2.95;2.95;2.75;2.8;2.81;1.42;1.56;1.04;1.64
2.95;2.95;2.94;2.76;2.82;2.81;1.47;1.59;1.05;1.66
2.95;2.95;2.95;2.71;2.82;2.81;1.47;1.58;1.05;1.67
2.95;2.95;2.95;2.71;2.45;2.81;2.42;1.38;1.05;1.46
2.95;2.95;2.95;2.71;2.63;2.81;1.94;1.48;1.05;1.56
2.95;2.95;2.95;2.71;2.42;2.81;2.4;1.37;1.04;1.46
2.95;2.95;2.95;2.71;2.43;2.81;2.4;1.38;1.05;1.46
2.95;2.91;2.95;2.69;2.39;2.81;2.37;1.32;1.04;1.43
2.95;2.95;2.95;2.7;2.44;2.81;2.41;1.38;1.05;1.49
2.95;2.95;2.95;2.55;2.43;2.81;2.36;1.38;1.05;1.25
2.95;2.95;2.95;2.53;2.43;2.81;2.37;1.38;1.05;1.28
2.95;2.94;2.95;2.55;2.43;2.81;2.37;1.37;1.05;1.23
2.95;2.95;2.95;2.54;2.43;2.81;2.36;1.38;1.05;1.22
2.95;2.95;2.95;2.53;2.42;2.81;2.36;1.37;1.04;1.22
2.95;2.95;2.94;2.5;2.4;2.81;2.35;1.33;1.04;1.19
2.95;2.95;2.95;2.54;2.44;2.81;2.37;1.38;1.05;1.22
2.95;2.95;2.95;2.55;2.43;2.81;2.37;1.38;1.05;1.22
2.95;2.95;2.95;2.55;2.43;2.81;2.37;1.4;1.05;1.24
2.95;2.95;2.95;2.54;2.82;2.8;2.37;1.58;1.05;1.4
2.95;2.95;2.95;2.53;2.81;2.81;2.37;1.58;1.04;1.4
2.95;2.95;2.95;2.54;2.81;2.81;2.37;1.58;1.04;1.4
2.95;2.95;2.95;2.5;2.8;2.8;2.35;1.56;1.03;1.39
2.95;2.95;2.95;2.55;2.81;2.81;2.38;1.59;1.05;1.39
2.95;2.95;2.95;2.53;2.81;2.81;2.38;1.58;1.05;1.41
2.95;2.95;2.95;2.55;2.81;2.81;2.37;1.59;1.05;1.4
2.95;2.95;2.95;2.55;2.81;2.81;2.38;1.58;1.05;1.4
2.95;2.95;2.95;2.54;2.81;2.81;2.37;1.57;1.04;1.4
2.95;2.95;2.95;2.55;2.81;2.81;2.37;1.59;1.04;1.4
2.95;2.96;2.95;2.52;2.81;2.81;2.36;1.56;1.03;1.4
2.95;2.95;2.95;2.61;2.81;2.81;2.38;1.59;1.05;1.4
2.95;2.96;2.96;2.58;2.79;2.79;2.24;1.6;1.05;1.39
2.95;2.95;2.95;2.6;2.79;2.79;2.24;1.6;1.05;1.4
2.95;2.95;2.95;2.56;2.79;2.79;2.22;1.59;1.05;1.4
2.95;2.95;2.95;2.56;2.79;2.79;2.22;1.58;1.05;1.4
2.95;2.95;2.95;2.54;2.79;2.79;2.21;1.59;1.04;1.4
2.95;2.95;2.95;2.49;2.79;2.79;2.17;1.56;1.03;1.39
2.95;2.95;2.95;2.54;2.79;2.79;2.22;1.59;1.05;1.4
2.95;2.95;2.95;2.53;2.79;2.79;2.21;1.58;1.05;1.4
2.95;2.95;2.95;2.52;2.79;2.79;2.21;1.59;1.05;1.4
2.95;2.95;2.95;2.53;2.79;2.79;2.21;1.59;1.05;1.4
2.95;2.95;2.95;2.54;2.79;2.79;2.2;1.59;1.05;1.4
2.95;2.95;2.95;2.54;2.79;2.79;2.21;1.59;1.05;1.4
2.95;2.95;2.95;2.51;2.79;2.79;2.16;1.56;1.03;1.39
2.95;2.95;2.95;2.53;2.79;2.79;2.21;1.59;1.05;1.4
2.95;2.95;2.95;2.54;2.79;2.79;2.29;1.59;1.05;1.4
1.8;1.81;1.79;1.57;2.79;2.79;2.29;1.59;1.05;1.39
1.8;1.79;1.8;1.54;2.79;2.79;2.29;1.59;1.05;1.4
1.8;1.8;1.78;1.55;2.79;2.79;2.26;1.58;1.05;1.4
1.79;1.8;1.79;1.54;2.79;2.79;2.25;1.58;1.04;1.4
1.81;1.81;1.8;1.52;2.79;2.79;2.25;1.56;1.04;1.39
1.81;1.81;1.8;1.56;2.79;2.79;1.4;1.59;1.05;1.39
1.8;1.8;1.8;1.55;2.79;2.79;1.4;1.59;1.05;1.39
1.81;1.81;1.8;1.56;2.79;2.79;1.4;1.58;1.04;1.4
1.8;1.81;1.8;1.56;2.79;2.79;1.4;1.6;1.05;1.4
1.8;1.8;1.8;1.57;2.79;2.79;1.39;1.58;1.05;1.4
1.81;1.8;1.8;1.54;2.79;2.79;1.38;1.58;1.04;1.4
1.82;1.82;1.81;1.55;2.79;2.79;1.39;1.57;1.04;1.39
1.82;1.83;1.82;1.59;2.79;2.79;1.4;1.6;1.05;1.39
1.82;1.83;1.82;1.57;2.79;2.79;1.4;1.58;1.04;1.39
1.82;1.83;1.82;1.58;2.79;2.79;1.4;1.59;1.04;1.39
1.84;1.84;1.83;1.63;2.79;2.79;2.29;1.6;1.05;1.4
2.95;2.95;2.95;2.54;2.79;2.79;2.28;1.59;1.04;1.39
2.95;2.95;2.95;2.54;2.79;2.79;2.27;1.59;1.04;1.4
2.95;2.95;2.95;2.51;2.79;2.79;2.26;1.57;1.04;1.39
2.95;2.95;2.95;2.55;2.79;2.79;2.28;1.59;1.05;1.4
2.95;2.95;2.95;2.53;2.79;2.79;2.27;1.58;1.04;1.4
2.95;2.95;2.95;2.53;2.79;2.79;2.28;1.59;1.05;1.4
2.95;2.95;2.95;2.54;2.79;2.79;2.29;1.6;1.05;1.4
2.95;2.95;2.95;2.53;2.79;2.79;2.28;1.58;1.05;1.4
2.95;2.95;2.95;2.53;2.79;2.79;2.27;1.58;1.04;1.4
2.95;2.95;2.95;2.53;2.79;2.79;2.27;1.58;1.04;1.4
2.84;2.94;2.85;2.52;2.73;2.73;2.23;1.55;1.04;1.37
2.92;2.95;2.94;2.23;2.77;2.79;2.27;1.58;1.04;1.21
2.9;2.87;2.94;2.2;2.72;2.75;2.23;1.58;1.04;1.21
2.92;2.94;2.91;2.2;2.71;2.76;2.23;1.56;1.03;1.2
2.91;2.92;2.94;2.19;2.75;2.74;2.24;1.58;1.04;1.19
2.93;2.93;2.93;2.17;2.75;2.76;2.24;1.57;1.04;1.2
2.94;2.93;2.92;2.12;2.75;2.75;2.24;1.55;1.02;1.18
2.93;2.94;2.93;2.21;2.75;2.77;2.27;1.59;1.05;1.21
2.91;2.94;2.93;2.21;2.77;2.78;2.26;1.59;1.05;1.23
2.94;2.94;2.92;2.22;2.76;2.77;2.28;1.59;1.05;1.22
2.94;2.94;2.94;2.2;2.77;2.78;2.27;1.57;1.05;1.22
2.94;2.95;2.94;2.2;2.78;2.79;2.27;1.58;1.05;1.22
2.94;2.95;2.95;2.19;2.79;2.78;2.27;1.58;1.04;1.21
2.94;2.95;2.94;2.15;2.77;2.77;2.25;1.55;1.03;1.18
2.94;2.95;2.94;2.23;2.78;2.79;2.28;1.59;1.05;1.23
2.95;2.95;2.95;2.23;2.79;2.79;2.28;1.59;1.05;1.23
2.94;2.94;2.95;2.24;2.79;2.79;2.28;1.59;1.06;1.21
2.94;2.95;2.94;2.54;2.79;2.79;2.28;1.59;1.05;1.4
2.95;2.95;2.95;2.53;2.78;2.79;2.28;1.58;1.04;1.39
2.95;2.94;2.94;2.53;2.79;2.78;2.27;1.58;1.04;1.39
2.95;2.94;2.95;2.5;2.79;2.79;2.25;1.57;1.03;1.38
2.95;2.95;2.94;2.54;2.79;2.79;2.28;1.6;1.05;1.4
2.95;2.95;2.95;2.54;2.79;2.79;2.29;1.59;0.96;1.39
2.93;2.95;2.95;2.55;2.79;2.79;2.29;1.59;0.96;1.4
2.94;2.95;2.95;2.54;2.78;2.79;2.29;1.59;0.96;1.4
2.9;2.9;2.89;2.47;2.74;2.74;2.23;1.55;0.94;1.37
2.9;2.91;2.89;2.48;2.74;2.74;2.23;1.55;0.94;1.37
2.93;2.91;2.91;2.48;2.75;2.74;2.22;1.53;0.94;1.37
2.92;2.91;2.91;2.51;2.75;2.75;2.25;1.58;0.95;1.38
2.91;2.92;2.91;2.5;2.76;2.76;2.25;1.57;0.95;1.38
2.92;2.9;2.91;2.5;2.76;2.75;2.26;1.58;0.95;1.39
2.91;2.9;2.91;2.51;2.75;2.74;2.25;1.56;0.95;1.37
2.9;2.9;2.91;2.49;2.75;2.74;2.24;1.56;0.95;1.38
2.91;2.9;2.91;2.5;2.75;2.75;2.24;1.56;0.94;1.38
2.91;2.93;2.92;2.49;2.76;2.75;2.23;1.55;0.94;1.38
2.93;2.92;2.92;2.52;2.77;2.76;2.26;1.58;0.95;1.39
2.92;2.94;2.92;2.58;2.89;2.9;2.33;1.58;0.95;1.38
2.93;2.92;2.92;2.6;2.93;2.92;2.36;1.58;0.95;1.39
2.93;2.93;2.93;2.6;2.92;2.93;2.36;1.57;0.95;1.38
2.93;2.91;2.92;2.59;2.92;2.91;2.36;1.57;0.95;1.38
2.93;2.93;2.92;2.59;2.93;2.92;2.36;1.57;0.95;1.38
2.93;2.95;2.92;2.58;2.93;2.92;2.35;1.54;0.95;1.38
2.93;2.92;2.92;2.59;2.93;2.93;2.37;1.59;0.95;1.38
2.92;2.94;2.93;2.6;2.76;2.93;2.37;1.57;1.02;1.39
2.92;2.91;2.93;2.59;2.77;2.93;2.36;1.57;1.02;1.39
2.11;2.11;2.11;1.87;2.79;2.1;2.39;1.14;0.74;1.23
2.1;2.1;2.1;1.86;2.79;2.1;2.38;1.14;0.73;1.23
2.09;2.1;2.1;1.85;2.79;2.09;2.38;1.11;0.73;1.21
2.12;2.1;2.1;1.84;2.79;2.1;2.37;1.11;0.74;1.19
2.1;2.12;2.1;1.87;2.79;2.1;2.38;1.15;0.74;1.22
2.1;2.12;2.11;1.88;2.79;2.09;2.38;1.15;0.74;1.23
2.11;2.14;2.1;1.89;2.79;2.11;2.38;1.15;0.74;1.23
2.11;2.12;2.1;1.88;2.79;2.1;2.39;1.15;0.74;1.21
2.09;2.1;2.12;1.87;2.95;2.1;2.51;1.14;0.73;1.21
2.09;2.1;2.09;1.86;2.95;2.09;2.5;1.12;0.73;1.21
2.08;2.12;2.12;1.86;2.95;2.1;2.5;1.11;0.73;1.19
2.12;2.09;2.11;1.88;2.95;2.12;2.51;1.16;0.75;1.23
2.11;2.09;2.11;1.89;2.95;2.1;2.51;1.16;0.74;1.21
2.1;2.13;2.11;1.9;2.95;2.11;2.51;1.15;0.75;1.22
2.95;2.96;2.95;2.63;2.95;2.95;2.3;1.59;1.03;1.4
2.95;2.96;2.95;2.63;2.95;2.95;2.29;1.59;1.03;1.39
2.95;2.95;2.95;2.62;2.95;2.95;2.29;1.58;1.03;1.39
2.94;2.96;2.95;2.6;2.95;2.95;2.26;1.56;1.02;1.39
2.96;2.95;2.95;2.62;2.95;2.95;2.31;1.59;1.03;1.4
2.96;2.96;2.95;2.63;2.95;2.95;2.3;1.6;1.03;1.39
2.95;2.94;2.95;2.63;2.95;2.95;2.3;1.6;1.03;1.4
2.95;2.92;2.95;2.62;2.95;2.95;2.31;1.59;1.03;1.4
2.95;2.96;2.95;2.62;2.95;2.95;2.3;1.59;1.03;1.39
2.95;2.95;2.95;2.62;2.95;2.95;2.29;1.58;1.03;1.4
2.95;2.96;2.95;2.6;2.95;2.95;2.26;1.56;1.02;1.39
2.95;2.95;2.95;2.62;2.95;2.95;2.31;1.59;1.03;1.39
2.95;2.95;2.95;2.62;2.95;2.95;2.31;1.6;1.03;1.4
2.95;2.95;2.95;2.62;2.95;2.95;2.33;1.6;1.03;1.4
2.95;2.95;2.95;2.62;2.95;2.95;2.51;1.59;1.03;1.4
2.95;2.95;2.95;2.62;2.95;2.95;2.51;1.59;1.03;1.4
2.95;2.95;2.95;2.62;2.95;2.95;2.51;1.58;1.03;1.4
2.95;2.95;2.95;2.59;2.95;2.95;2.5;1.56;1.02;1.39
2.95;2.95;2.95;2.63;2.95;2.95;2.51;1.59;1.03;1.4
2.95;2.95;2.95;2.62;2.95;2.95;2.51;1.59;1.03;1.4
2.95;2.95;2.95;2.62;2.95;2.95;2.51;1.59;1.03;1.4
2.95;2.95;2.95;2.62;2.95;2.95;2.51;1.59;1.03;1.4
2.95;2.95;2.95;2.62;2.95;2.95;2.51;1.59;1.03;1.4
2.95;2.95;2.95;2.62;2.95;2.95;2.51;1.58;1.03;1.4
2.95;2.95;2.95;2.6;2.95;2.95;2.5;1.56;1.02;1.39
2.95;2.95;2.95;2.62;2.95;2.95;2.51;1.6;1.03;1.4
2.95;2.95;2.95;2.62;2.95;2.95;2.51;1.59;1.03;1.4
2.95;2.95;2.95;2.63;2.95;2.95;2.51;1.59;1.03;1.4
2.95;2.95;2.95;2.62;2.95;2.95;2.51;1.59;1.03;1.39
2.95;2.95;2.95;2.62;2.95;2.95;2.51;1.58;1.03;1.39
2.95;2.95;2.95;2.62;2.95;2.94;2.5;1.58;1.03;1.39
2.95;2.95;2.95;2.6;2.94;2.95;2.49;1.56;1.02;1.39
2.95;2.95;2.95;2.62;2.95;2.95;2.52;1.6;1.03;1.39
2.95;2.95;2.95;2.63;2.95;2.95;2.51;1.59;1.03;1.4
2.95;2.95;2.95;2.63;2.95;2.94;2.52;1.6;1.03;1.39
2.95;2.95;2.95;2.62;2.95;2.95;2.52;1.59;1.03;1.4
2.95;2.95;2.95;2.62;2.95;2.95;2.52;1.58;1.03;1.4
2.95;2.95;2.95;2.62;2.95;2.95;2.51;1.58;1.03;1.39
2.95;2.95;2.95;2.59;2.95;2.95;2.5;1.56;1.02;1.39
2.95;2.95;2.95;2.63;2.95;2.95;2.52;1.59;1.03;1.4
2.59;2.59;2.59;2.62;2.79;2.95;2.53;1.58;1.03;1.39
2.59;2.58;2.59;2.62;2.79;2.95;2.52;1.59;1.03;1.39
2.59;2.59;2.59;2.62;2.79;2.95;2.52;1.59;1.03;1.4
2.59;2.59;2.59;2.62;2.79;2.95;2.52;1.58;1.03;1.39
2.59;2.59;2.59;2.62;2.79;2.95;2.52;1.58;1.03;1.4
2.59;2.59;2.59;2.62;2.79;2.95;2.52;1.58;1.03;1.4
2.59;2.59;2.59;2.62;2.79;2.95;2.52;1.58;1.03;1.4
2.59;2.59;2.59;2.62;2.79;2.95;2.52;1.6;1.03;1.4
2.59;2.59;2.59;2.62;2.79;2.95;2.52;1.6;1.03;1.4
2.59;2.59;2.59;2.62;2.79;2.95;2.52;1.6;1.03;1.4
2.59;2.59;2.59;2.64;2.79;2.95;2.52;1.59;1.03;1.4
2.59;2.59;2.59;2.62;2.79;2.95;2.53;1.59;1.03;1.39
2.59;2.59;2.59;2.6;2.79;2.95;2.5;1.57;1.02;1.39
2.59;2.59;2.59;2.63;2.79;2.95;2.54;1.62;1.03;1.39
2.59;2.59;2.59;2.63;2.79;2.95;2.55;1.64;1.03;1.4
